Modele,Marque,Date,Location,Prix,Carburant,Kilométrage,Année,Boîte de vitesse,Departements
Ateca,Seat, 22.08.2023, ALLEMAGNE,30 850 €,ESSENCE,500 KM,2023,MANUELLE,47533
X1,Bmw, 25.08.2023, ALLEMAGNE,45 390 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47533
X7,Bmw, 25.08.2023, ALLEMAGNE,86 999 €,ESSENCE,22 352 KM,2022,AUTOMATIQUE,47533
I30,Hyundai, 26.08.2023, ALLEMAGNE,15 490 €,ESSENCE,47 439 KM,2019,MANUELLE,47533
Clubman,Mini, 27.08.2023, ALLEMAGNE,8 200 €,ESSENCE,166 000 KM,2008,MANUELLE,47533
Serie 5 touring,Bmw, 29.08.2023, ALLEMAGNE,34 720 €,DIESEL,39 302 KM,2020,AUTOMATIQUE,47533
Dbs volante,Aston martin, 29.08.2023, ALLEMAGNE,324 995 €,ESSENCE,15 550 KM,2020,AUTOMATIQUE,47533
Serie 7,Bmw, 30.08.2023, ALLEMAGNE,3 600 €,ESSENCE,240 000 KM,1998,AUTOMATIQUE,47533
X2,Bmw, 30.08.2023, ALLEMAGNE,27 860 €,DIESEL,70 805 KM,2020,AUTOMATIQUE,47533
Serie 4 cabriolet,Bmw, 30.08.2023, ALLEMAGNE,43 777 €,ESSENCE,25 702 KM,2022,AUTOMATIQUE,47533
X3,Bmw, 30.08.2023, ALLEMAGNE,74 990 €,HYBRIDE,10 KM,2024,AUTOMATIQUE,47533
Clio,Renault, 30.08.2023, ALLEMAGNE,12 500 €,ESSENCE,45 000 KM,2019,MANUELLE,47533
Kuga,Ford, 21.12.2023, POLOGNE,10 372 €,DIESEL,202 000 KM,2014,MANUELLE,72-006
Auris,Toyota, 21.12.2023, POLOGNE,10 603 €,ESSENCE,86 000 KM,2013,MANUELLE,72-006
3,Mazda, 21.12.2023, POLOGNE,11 296 €,ESSENCE,139 000 KM,2016,MANUELLE,72-006
Jazz,Honda, 21.12.2023, POLOGNE,6 676 €,ESSENCE,193 000 KM,2013,MANUELLE,72-006
Mondeo,Ford, 22.12.2023, POLOGNE,2 991 €,ESSENCE,166 000 KM,2006,MANUELLE,72-006
Auris,Toyota, 22.12.2023, POLOGNE,8 755 €,ESSENCE,191 000 KM,2013,MANUELLE,72-006
C-hr,Toyota, 22.12.2023, POLOGNE,30 480 €,HYBRIDE,14 839 KM,2022,AUTOMATIQUE,72-006
Hr-v,Honda, 22.12.2023, POLOGNE,14 530 €,DIESEL,115 000 KM,2016,MANUELLE,72-006
A6,Audi, 23.12.2023, POLOGNE,6 676 €,ESSENCE,218 000 KM,2010,MANUELLE,72-006
Classe cla,Mercedes, 23.12.2023, POLOGNE,28 158 €,DIESEL,159 000 KM,2020,AUTOMATIQUE,72-006
Cruze,Chevrolet, 23.12.2023, POLOGNE,5 752 €,ESSENCE,102 000 KM,2012,MANUELLE,72-006
Panamera,Porsche, 23.12.2023, POLOGNE,73 687 €,ESSENCE,133 000 KM,2019,AUTOMATIQUE,72-006
Xc60,Volvo, 25.12.2023, POLOGNE,24 716 €,DIESEL,141 000 KM,2016,AUTOMATIQUE,72-006
Mondeo sw,Ford, 25.12.2023, POLOGNE,6 676 €,DIESEL,301 200 KM,2013,AUTOMATIQUE,72-006
500,Fiat, 26.12.2023, POLOGNE,4 851 €,ESSENCE,95 000 KM,2008,MANUELLE,72-006
Grande punto,Fiat, 28.12.2023, POLOGNE,2 749 €,ESSENCE,215 500 KM,2009,MANUELLE,72-006
Spark,Chevrolet, 31.12.2023, POLOGNE,5 290 €,ESSENCE,38 900 KM,2013,MANUELLE,72-006
6,Mazda, 31.12.2023, POLOGNE,2 079 €,DIESEL,166 840 KM,2006,MANUELLE,72-006
Santa fe,Hyundai, 02.01.2024, POLOGNE,2 056 €,DIESEL,355 000 KM,2004,MANUELLE,72-006
V70,Volvo, 03.01.2024, POLOGNE,3 211 €,DIESEL,354 000 KM,2007,AUTOMATIQUE,72-006
Focus,Ford, 03.01.2024, POLOGNE,5 983 €,ESSENCE,205 000 KM,2013,AUTOMATIQUE,72-006
I40 wagon,Hyundai, 14.11.2023, POLOGNE,5 890 €,DIESEL,209 758 KM,2012,MANUELLE,69-105
Transporter,Volkswagen, 21.01.2022, POLOGNE,3 811 €,DIESEL,178 000 KM,1996,-,72-004
Twingo,Renault, 24.05.2023, POLOGNE,1 825 €,ESSENCE,233 000 KM,2008,MANUELLE,72-004
X1,Bmw, 24.05.2023, POLOGNE,7 831 €,DIESEL,172 000 KM,2010,MANUELLE,72-004
Tigra twintop,Opel, 22.09.2023, ALLEMAGNE,2 999 €,ESSENCE,179 000 KM,2007,MANUELLE,47559
Classe g,Mercedes, 26.09.2023, ALLEMAGNE,91 750 €,ESSENCE,108 604 KM,2018,AUTOMATIQUE,47559
Mini,Mini, 30.09.2023, ALLEMAGNE,11 750 €,DIESEL,90 000 KM,2016,MANUELLE,47559
Grande punto,Fiat, 01.10.2023, ALLEMAGNE,2 500 €,DIESEL,190 000 KM,2011,MANUELLE,47559
Golf plus,Volkswagen, 02.10.2023, ALLEMAGNE,3 999 €,ESSENCE,196 000 KM,2007,MANUELLE,47559
Fiesta,Ford, 10.10.2023, ALLEMAGNE,4 650 €,ESSENCE,145 000 KM,2010,MANUELLE,47559
206,Peugeot, 13.10.2023, ALLEMAGNE,1 699 €,ESSENCE,194 000 KM,2002,MANUELLE,47559
Classe e,Mercedes, 15.10.2023, ALLEMAGNE,3 650 €,ESSENCE,233 000 KM,1992,MANUELLE,47559
Transit connect,Ford, 16.10.2023, ALLEMAGNE,4 350 €,DIESEL,136 000 KM,2008,MANUELLE,47559
Citigo,Skoda, 16.10.2023, ALLEMAGNE,5 999 €,GPL,98 500 KM,2014,MANUELLE,47559
190,Mercedes, 25.10.2023, ALLEMAGNE,3 490 €,DIESEL,600 000 KM,1992,MANUELLE,47559
Transit custom,Ford, 27.10.2023, ALLEMAGNE,8 950 €,DIESEL,235 000 KM,2016,MANUELLE,47559
Range rover sport,Land rover, 02.11.2023, ALLEMAGNE,77 777 €,ESSENCE,87 000 KM,2018,AUTOMATIQUE,47559
Sprinter,Mercedes, 03.11.2023, ALLEMAGNE,5 749 €,DIESEL,115 476 KM,2005,MANUELLE,47559
Classe e,Mercedes, 06.11.2023, ALLEMAGNE,2 200 €,GPL,255 000 KM,1998,AUTOMATIQUE,47559
A6 avant,Audi, 12.11.2023, ALLEMAGNE,12 950 €,DIESEL,244 000 KM,2014,AUTOMATIQUE,47559
X5,Bmw, 14.11.2023, ALLEMAGNE,27 500 €,DIESEL,196 000 KM,2015,AUTOMATIQUE,47559
Fortwo,Smart, 18.11.2023, ALLEMAGNE,2 899 €,ESSENCE,115 000 KM,2001,AUTOMATIQUE,47559
Fortwo cabrio,Smart, 19.11.2023, ALLEMAGNE,2 899 €,ESSENCE,115 000 KM,2001,AUTOMATIQUE,47559
Serie 4 gran coupe,Bmw, 19.11.2023, ALLEMAGNE,26 950 €,ESSENCE,60 500 KM,2018,AUTOMATIQUE,47559
Mini,Mini, 22.11.2023, ALLEMAGNE,2 890 €,ESSENCE,131 000 KM,2010,MANUELLE,47559
Mini,Mini, 23.11.2023, ALLEMAGNE,14 000 €,ESSENCE,46 500 KM,1980,AUTOMATIQUE,47559
308,Peugeot, 28.11.2023, ALLEMAGNE,7 500 €,DIESEL,208 639 KM,2013,MANUELLE,47559
Insignia sports tourer,Opel, 29.11.2023, ALLEMAGNE,12 999 €,ESSENCE,93 000 KM,2017,MANUELLE,47559
Legacy,Subaru, 29.11.2023, ALLEMAGNE,7 999 €,ESSENCE,64 000 KM,1996,AUTOMATIQUE,47559
A3 cabriolet,Audi, 30.08.2023, ALLEMAGNE,25 999 €,ESSENCE,51 250 KM,2019,AUTOMATIQUE,47533
Renegade,Jeep, 30.08.2023, ALLEMAGNE,27 482 €,HYBRIDE,23 150 KM,2022,AUTOMATIQUE,47533
Golf,Volkswagen, 31.08.2023, ALLEMAGNE,15 980 €,DIESEL,99 254 KM,2020,MANUELLE,47533
X1,Bmw, 31.08.2023, ALLEMAGNE,48 190 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47533
X6,Bmw, 31.08.2023, ALLEMAGNE,130 890 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47533
Golf sw,Volkswagen, 31.08.2023, ALLEMAGNE,15 980 €,DIESEL,99 254 KM,2020,MANUELLE,47533
X1,Bmw, 01.09.2023, ALLEMAGNE,23 390 €,DIESEL,55 750 KM,2017,AUTOMATIQUE,47533
Serie 4,Bmw, 01.09.2023, ALLEMAGNE,95 890 €,ESSENCE,20 KM,2024,AUTOMATIQUE,47533
Serie 7,Bmw, 01.09.2023, ALLEMAGNE,121 990 €,DIESEL,4 000 KM,2023,AUTOMATIQUE,47533
Touran,Volkswagen, 02.09.2023, ALLEMAGNE,17 500 €,DIESEL,100 000 KM,2016,MANUELLE,47533
Serie 4 cabriolet,Bmw, 05.09.2023, ALLEMAGNE,47 990 €,DIESEL,19 455 KM,2023,AUTOMATIQUE,47533
Grand cherokee,Jeep, 05.09.2023, ALLEMAGNE,4 000 €,DIESEL,381 000 KM,2006,AUTOMATIQUE,47533
I3,Bmw, 06.09.2023, ALLEMAGNE,26 990 €,ELECTRIQUE,7 902 KM,2022,AUTOMATIQUE,47533
Serie 1,Bmw, 06.09.2023, ALLEMAGNE,37 990 €,ESSENCE,1 045 KM,2023,AUTOMATIQUE,47533
Serie 3,Bmw, 06.09.2023, ALLEMAGNE,51 590 €,DIESEL,116 KM,2024,AUTOMATIQUE,47533
Serie 4,Bmw, 06.09.2023, ALLEMAGNE,61 490 €,ESSENCE,8 000 KM,2023,AUTOMATIQUE,47533
X3m competition,Bmw, 06.09.2023, ALLEMAGNE,99 333 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47533
X5,Bmw, 06.09.2023, ALLEMAGNE,74 980 €,HYBRIDE,10 500 KM,2022,AUTOMATIQUE,47533
X5,Bmw, 06.09.2023, ALLEMAGNE,85 980 €,HYBRIDE,150 KM,2022,AUTOMATIQUE,47533
Serie 4 cabriolet,Bmw, 06.09.2023, ALLEMAGNE,67 690 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47533
X5,Bmw, 06.09.2023, ALLEMAGNE,84 998 €,HYBRIDE,103 KM,2022,AUTOMATIQUE,47533
356,Porsche, 06.09.2023, ALLEMAGNE,69 300 €,ESSENCE,33 882 KM,1962,MANUELLE,47533
I3,Bmw, 07.09.2023, ALLEMAGNE,29 800 €,ELECTRIQUE,1 350 KM,2022,AUTOMATIQUE,47533
Fiesta,Ford, 07.09.2023, ALLEMAGNE,22 482 €,ESSENCE,6 500 KM,2022,AUTOMATIQUE,47533
Fiat 124 spider,Abarth, 07.09.2023, ALLEMAGNE,30 890 €,ESSENCE,34 200 KM,2019,AUTOMATIQUE,47533
A8,Audi, 21.07.2023, POLOGNE,48 509 €,DIESEL,162 000 KM,2017,AUTOMATIQUE,72-004
Meriva,Opel, 15.10.2023, POLOGNE,5 983 €,DIESEL,199 000 KM,2012,AUTOMATIQUE,72-004
Mondeo,Ford, 19.10.2023, POLOGNE,13 144 €,ESSENCE,110 000 KM,2016,MANUELLE,72-004
Modus,Renault, 09.11.2023, POLOGNE,2 356 €,ESSENCE,209 900 KM,2008,MANUELLE,72-004
C3,Citroen, 21.11.2023, POLOGNE,9 679 €,DIESEL,82 000 KM,2018,MANUELLE,72-004
Insignia,Opel, 05.12.2023, POLOGNE,13 606 €,DIESEL,116 000 KM,2015,MANUELLE,72-004
Mondeo,Ford, 11.12.2023, POLOGNE,5 082 €,ESSENCE,264 752 KM,2009,AUTOMATIQUE,72-004
Transporter,Volkswagen, 15.12.2023, POLOGNE,9 471 €,DIESEL,236 150 KM,2004,AUTOMATIQUE,72-004
Serie 5,Bmw, 16.12.2023, POLOGNE,3 442 €,ESSENCE,303 000 KM,2003,MANUELLE,72-004
Mondeo,Ford, 16.12.2023, POLOGNE,1 594 €,DIESEL,289 000 KM,2006,MANUELLE,72-004
C3,Citroen, 16.12.2023, POLOGNE,6 445 €,DIESEL,131 000 KM,2014,MANUELLE,72-004
V40,Volvo, 20.12.2023, POLOGNE,9 910 €,DIESEL,197 000 KM,2016,MANUELLE,72-004
A4 avant,Audi, 23.12.2023, POLOGNE,12 220 €,DIESEL,251 000 KM,2015,MANUELLE,72-004
Passat,Volkswagen, 30.12.2023, POLOGNE,2 749 €,ESSENCE,364 450 KM,2005,MANUELLE,72-004
Classe m,Mercedes, 21.01.2022, POLOGNE,6 168 €,-,225 543 KM,2001,-,74-510
6 break,Mazda, 21.01.2022, POLOGNE,9 009 €,-,97 200 KM,2008,-,74-510
206,Peugeot, 21.01.2022, POLOGNE,1 709 €,-,136 134 KM,2005,-,74-510
Scenic,Renault, 21.01.2022, POLOGNE,2 056 €,-,97 583 KM,2003,-,74-510
Leon,Seat, 11.11.2023, POLOGNE,12 913 €,DIESEL,168 000 KM,2019,AUTOMATIQUE,74-510
Sportage,Kia, 13.12.2023, POLOGNE,21 944 €,DIESEL,33 670 KM,2019,MANUELLE,74-510
Golf,Volkswagen, 20.12.2023, POLOGNE,947 €,ESSENCE,265 000 KM,1999,MANUELLE,74-510
Partner,Peugeot, 25.12.2023, POLOGNE,1 617 €,DIESEL,617 000 KM,2009,MANUELLE,74-510
6,Mazda, 31.12.2023, POLOGNE,23 076 €,ESSENCE,128 000 KM,2018,MANUELLE,74-510
Insignia,Opel, 01.01.2024, POLOGNE,8 085 €,DIESEL,165 000 KM,2016,MANUELLE,74-510
Insignia country tourer,Opel, 14.12.2022, POLOGNE,10 834 €,DIESEL,152 988 KM,2015,MANUELLE,74-107
Ibiza,Seat, 30.11.2023, ALLEMAGNE,15 900 €,ESSENCE,58 511 KM,2018,MANUELLE,47559
X5,Bmw, 01.12.2023, ALLEMAGNE,27 500 €,DIESEL,196 000 KM,2015,AUTOMATIQUE,47559
Vectra,Opel, 01.12.2023, ALLEMAGNE,2 199 €,ESSENCE,131 000 KM,1996,MANUELLE,47559
911,Porsche, 02.12.2023, ALLEMAGNE,27 996 €,ESSENCE,170 500 KM,1999,MANUELLE,47559
Classe c,Mercedes, 03.12.2023, ALLEMAGNE,6 950 €,ESSENCE,217 000 KM,2008,MANUELLE,47559
Golf,Volkswagen, 04.12.2023, ALLEMAGNE,15 250 €,DIESEL,186 000 KM,2016,AUTOMATIQUE,47559
Golf,Volkswagen, 04.12.2023, ALLEMAGNE,15 250 €,DIESEL,186 000 KM,2016,AUTOMATIQUE,47559
Serie 5 touring,Bmw, 07.12.2023, ALLEMAGNE,11 900 €,DIESEL,288 000 KM,2013,AUTOMATIQUE,47559
Serie 5,Bmw, 07.12.2023, ALLEMAGNE,11 900 €,DIESEL,288 000 KM,2013,AUTOMATIQUE,47559
A6,Audi, 09.12.2023, ALLEMAGNE,10 950 €,DIESEL,170 000 KM,2011,MANUELLE,47559
Range rover sport,Land rover, 09.12.2023, ALLEMAGNE,42 000 €,DIESEL,155 000 KM,2015,AUTOMATIQUE,47559
Spitfire,Triumph, 10.12.2023, ALLEMAGNE,10 999 €,ESSENCE,64 119 KM,1969,-,47559
Mini,Mini, 10.12.2023, ALLEMAGNE,9 300 €,DIESEL,90 000 KM,2016,MANUELLE,47559
Range rover,Land rover, 11.12.2023, ALLEMAGNE,13 900 €,DIESEL,225 000 KM,2011,AUTOMATIQUE,47559
Range rover,Land rover, 11.12.2023, ALLEMAGNE,13 900 €,DIESEL,225 000 KM,2011,AUTOMATIQUE,47559
308,Peugeot, 11.12.2023, ALLEMAGNE,6 999 €,DIESEL,208 639 KM,2013,MANUELLE,47559
Cayenne,Porsche, 11.12.2023, ALLEMAGNE,62 750 €,HYBRIDE,88 000 KM,2019,AUTOMATIQUE,47559
Astra societe,Opel, 13.12.2023, ALLEMAGNE,1 800 €,GPL,215 306 KM,2006,MANUELLE,47559
Epica,Chevrolet, 13.12.2023, ALLEMAGNE,4 499 €,ESSENCE,77 000 KM,2010,MANUELLE,47559
A6 avant,Audi, 14.12.2023, ALLEMAGNE,25 750 €,DIESEL,194 500 KM,2015,AUTOMATIQUE,47559
Passat,Volkswagen, 15.12.2023, ALLEMAGNE,12 995 €,DIESEL,143 000 KM,2014,AUTOMATIQUE,47559
A6 avant,Audi, 15.12.2023, ALLEMAGNE,25 750 €,DIESEL,194 500 KM,2015,AUTOMATIQUE,47559
Meriva,Opel, 15.12.2023, ALLEMAGNE,2 599 €,ESSENCE,234 000 KM,2004,MANUELLE,47559
X5,Bmw, 17.12.2023, ALLEMAGNE,9 500 €,DIESEL,338 191 KM,2004,AUTOMATIQUE,47559
Xe,Jaguar, 18.12.2023, ALLEMAGNE,21 950 €,DIESEL,132 000 KM,2018,AUTOMATIQUE,47559
Ateca,Seat, 08.09.2023, ALLEMAGNE,26 750 €,ESSENCE,28 200 KM,2022,MANUELLE,47533
Tigra twintop,Opel, 08.09.2023, ALLEMAGNE,2 600 €,ESSENCE,147 000 KM,2004,MANUELLE,47533
Cx-30,Mazda, 08.09.2023, ALLEMAGNE,19 500 €,ESSENCE,64 950 KM,2020,MANUELLE,47533
Cabrio,Mini, 08.09.2023, ALLEMAGNE,25 500 €,ESSENCE,12 451 KM,2022,MANUELLE,47533
Caddy,Volkswagen, 09.09.2023, ALLEMAGNE,27 480 €,ESSENCE,1 001 KM,2023,MANUELLE,47533
Caddy,Volkswagen, 09.09.2023, ALLEMAGNE,28 980 €,ESSENCE,1 001 KM,2023,MANUELLE,47533
X1,Bmw, 09.09.2023, ALLEMAGNE,25 220 €,DIESEL,57 703 KM,2019,AUTOMATIQUE,47533
Caddy utilitaire,Volkswagen, 09.09.2023, ALLEMAGNE,28 980 €,ESSENCE,1 001 KM,2023,MANUELLE,47533
Caddy utilitaire,Volkswagen, 09.09.2023, ALLEMAGNE,27 480 €,ESSENCE,1 001 KM,2023,MANUELLE,47533
X4,Bmw, 09.09.2023, ALLEMAGNE,83 690 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47533
Mini,Mini, 09.09.2023, ALLEMAGNE,36 290 €,ESSENCE,10 KM,2024,AUTOMATIQUE,47533
X3,Bmw, 10.09.2023, ALLEMAGNE,7 500 €,DIESEL,237 000 KM,2010,MANUELLE,47533
Polo,Volkswagen, 13.09.2023, ALLEMAGNE,23 450 €,ESSENCE,36 000 KM,2013,MANUELLE,47533
Serie 4,Bmw, 13.09.2023, ALLEMAGNE,54 999 €,ESSENCE,9 201 KM,2022,AUTOMATIQUE,47533
Serie 4,Bmw, 13.09.2023, ALLEMAGNE,57 999 €,ESSENCE,16 300 KM,2022,AUTOMATIQUE,47533
X3,Bmw, 13.09.2023, ALLEMAGNE,14 600 €,DIESEL,150 000 KM,2013,AUTOMATIQUE,47533
Golf,Volkswagen, 14.09.2023, ALLEMAGNE,35 999 €,ESSENCE,5 900 KM,2022,AUTOMATIQUE,47533
Giulia,Alfa romeo, 14.09.2023, ALLEMAGNE,24 980 €,ESSENCE,52 135 KM,1972,MANUELLE,47533
Serie 5,Bmw, 15.09.2023, ALLEMAGNE,67 490 €,DIESEL,10 KM,2024,AUTOMATIQUE,47533
V60,Volvo, 15.09.2023, ALLEMAGNE,23 400 €,DIESEL,73 000 KM,2019,AUTOMATIQUE,47533
Civic,Honda, 17.09.2023, ALLEMAGNE,7 499 €,ESSENCE,63 717 KM,2008,MANUELLE,47533
Serie 4 gran coupe,Bmw, 19.09.2023, ALLEMAGNE,45 990 €,ESSENCE,2 701 KM,2023,AUTOMATIQUE,47533
500c,Fiat, 19.09.2023, ALLEMAGNE,14 950 €,ESSENCE,28 816 KM,2019,MANUELLE,47533
500c,Fiat, 19.09.2023, ALLEMAGNE,14 990 €,ESSENCE,18 974 KM,2020,MANUELLE,47533
Puma,Ford, 19.09.2023, ALLEMAGNE,26 282 €,ESSENCE,10 250 KM,2022,AUTOMATIQUE,47533
Passat,Volkswagen, 24.05.2023, POLOGNE,19 634 €,ESSENCE,135 000 KM,2017,AUTOMATIQUE,74-107
Cr-v,Honda, 24.05.2023, POLOGNE,14 992 €,DIESEL,102 116 KM,2014,MANUELLE,74-107
308,Peugeot, 24.05.2023, POLOGNE,4 366 €,ESSENCE,188 532 KM,2009,MANUELLE,74-107
T-roc,Volkswagen, 25.05.2023, POLOGNE,25 386 €,ESSENCE,39 480 KM,2021,MANUELLE,74-107
Astra,Opel, 25.05.2023, POLOGNE,8 986 €,ESSENCE,127 570 KM,2013,MANUELLE,74-107
Laguna,Renault, 14.06.2023, POLOGNE,5 752 €,ESSENCE,138 748 KM,2008,MANUELLE,74-107
308,Peugeot, 14.06.2023, POLOGNE,4 366 €,ESSENCE,188 532 KM,2009,MANUELLE,74-107
Focus,Ford, 02.08.2023, POLOGNE,11 527 €,DIESEL,126 763 KM,2017,MANUELLE,74-107
Insignia,Opel, 09.08.2023, POLOGNE,10 857 €,DIESEL,83 155 KM,2014,MANUELLE,74-107
Id buzz,Volkswagen, 19.08.2023, POLOGNE,66 201 €,ELECTRIQUE,4 048 KM,2022,AUTOMATIQUE,74-107
A5,Audi, 25.08.2023, POLOGNE,32 316 €,DIESEL,130 000 KM,2017,AUTOMATIQUE,74-107
Multivan,Volkswagen, 25.08.2023, POLOGNE,61 190 €,ESSENCE,2 239 KM,2023,AUTOMATIQUE,74-107
Scenic,Renault, 07.11.2023, POLOGNE,1 825 €,ESSENCE,164 000 KM,2003,MANUELLE,74-107
Maxima,Nissan, 07.11.2023, POLOGNE,5 752 €,ESSENCE,137 016 KM,2000,MANUELLE,74-107
Corsa,Opel, 29.11.2023, POLOGNE,2 056 €,ESSENCE,188 957 KM,2006,MANUELLE,74-107
Colt,Mitsubishi, 29.11.2023, POLOGNE,4 366 €,ESSENCE,177 530 KM,2010,MANUELLE,74-107
Doblo,Fiat, 29.11.2023, POLOGNE,9 217 €,DIESEL,212 735 KM,2015,MANUELLE,74-107
Micra,Nissan, 29.11.2023, POLOGNE,4 828 €,ESSENCE,170 238 KM,2012,MANUELLE,74-107
Zafira tourer,Opel, 30.11.2023, POLOGNE,8 755 €,ESSENCE,183 260 KM,2013,MANUELLE,74-107
Orlando,Chevrolet, 30.11.2023, POLOGNE,7 369 €,DIESEL,171 000 KM,2012,MANUELLE,74-107
Caddy,Volkswagen, 06.12.2023, POLOGNE,19 036 €,DIESEL,164 594 KM,2017,AUTOMATIQUE,74-107
Qashqai,Nissan, 10.12.2023, POLOGNE,6 445 €,ESSENCE,194 500 KM,2007,MANUELLE,74-107
Fiesta,Ford, 14.12.2023, POLOGNE,2 518 €,ESSENCE,201 000 KM,2008,MANUELLE,74-107
Samurai,Suzuki, 14.12.2023, POLOGNE,4 597 €,ESSENCE,120 000 KM,1999,MANUELLE,74-107
Mondeo,Ford, 29.12.2023, POLOGNE,10 048 €,ESSENCE,94 000 KM,2015,AUTOMATIQUE,74-107
Golf,Volkswagen, 19.12.2023, ALLEMAGNE,11 500 €,ESSENCE,212 470 KM,1983,MANUELLE,47559
Micra,Nissan, 20.12.2023, ALLEMAGNE,1 390 €,ESSENCE,172 000 KM,2004,MANUELLE,47559
Classe m,Mercedes, 21.12.2023, ALLEMAGNE,3 100 €,DIESEL,245 000 KM,2001,AUTOMATIQUE,47559
Classe e,Mercedes, 22.12.2023, ALLEMAGNE,28 000 €,DIESEL,248 000 KM,2016,AUTOMATIQUE,47559
Delta,Lancia, 28.12.2023, ALLEMAGNE,27 000 €,ESSENCE,150 000 KM,1988,MANUELLE,47559
Range rover evoque,Land rover, 28.12.2023, ALLEMAGNE,13 999 €,DIESEL,200 000 KM,2015,MANUELLE,47559
Golf,Volkswagen, 30.12.2023, ALLEMAGNE,2 499 €,ESSENCE,244 000 KM,2007,MANUELLE,47559
Serie 5,Bmw, 30.12.2023, ALLEMAGNE,17 999 €,DIESEL,242 000 KM,2013,AUTOMATIQUE,47559
Classe e,Mercedes, 30.12.2023, ALLEMAGNE,2 999 €,DIESEL,515 000 KM,2009,AUTOMATIQUE,47559
Classe e,Mercedes, 30.12.2023, ALLEMAGNE,3 690 €,GPL,414 000 KM,2004,AUTOMATIQUE,47559
Classe sl,Mercedes, 30.12.2023, ALLEMAGNE,22 129 €,ESSENCE,128 500 KM,1998,AUTOMATIQUE,47559
Classe gle,Mercedes, 30.12.2023, ALLEMAGNE,28 900 €,DIESEL,248 000 KM,2016,AUTOMATIQUE,47559
Panda,Fiat, 30.12.2023, ALLEMAGNE,1 799 €,ESSENCE,118 000 KM,2004,MANUELLE,47559
Touran,Volkswagen, 31.12.2023, ALLEMAGNE,5 700 €,DIESEL,205 000 KM,2010,MANUELLE,47559
Superb,Skoda, 31.12.2023, ALLEMAGNE,6 500 €,ESSENCE,321 700 KM,2010,AUTOMATIQUE,47559
Levante,Maserati, 31.12.2023, ALLEMAGNE,54 975 €,ESSENCE,71 500 KM,2019,AUTOMATIQUE,47559
911 cabriolet 996,Porsche, 01.01.2024, ALLEMAGNE,28 911 €,ESSENCE,190 000 KM,1999,MANUELLE,47559
Range rover sport,Land rover, 01.01.2024, ALLEMAGNE,13 999 €,DIESEL,200 000 KM,2015,MANUELLE,47559
C4 picasso,Citroen, 03.01.2024, ALLEMAGNE,7 900 €,ESSENCE,123 555 KM,2013,MANUELLE,47559
Escort,Ford, 21.01.2022, ALLEMAGNE,14 900 €,-,-,1980,-,47533
Mondeo sw,Ford, 03.02.2022, ALLEMAGNE,31 481 €,ESSENCE,25 000 KM,2020,AUTOMATIQUE,47533
Mondeo sw,Ford, 03.02.2022, ALLEMAGNE,30 581 €,ESSENCE,25 000 KM,2020,AUTOMATIQUE,47533
911 targa,Porsche, 24.03.2022, ALLEMAGNE,129 420 €,ESSENCE,105 722 KM,1973,MANUELLE,47533
Clk cabriolet,Mercedes, 04.04.2022, ALLEMAGNE,18 465 €,ESSENCE,179 850 KM,2002,AUTOMATIQUE,47533
Serie 7,Bmw, 23.06.2022, ALLEMAGNE,62 555 €,ESSENCE,28 820 KM,2021,AUTOMATIQUE,47533
Focus societe,Ford, 19.09.2023, ALLEMAGNE,17 582 €,ESSENCE,52 950 KM,2021,MANUELLE,47533
Cx-3,Mazda, 19.09.2023, ALLEMAGNE,11 600 €,DIESEL,181 000 KM,2015,MANUELLE,47533
500,Fiat, 19.09.2023, ALLEMAGNE,14 990 €,ESSENCE,18 974 KM,2020,MANUELLE,47533
Serie 5,Bmw, 20.09.2023, ALLEMAGNE,14 500 €,DIESEL,257 500 KM,2013,AUTOMATIQUE,47533
Fiesta,Ford, 20.09.2023, ALLEMAGNE,13 582 €,ESSENCE,32 980 KM,2019,MANUELLE,47533
Captur,Renault, 21.09.2023, ALLEMAGNE,15 890 €,ESSENCE,46 817 KM,2019,MANUELLE,47533
Puma,Ford, 21.09.2023, ALLEMAGNE,21 382 €,ESSENCE,32 150 KM,2021,MANUELLE,47533
Cabrio,Mini, 21.09.2023, ALLEMAGNE,22 900 €,ESSENCE,42 000 KM,2019,MANUELLE,47533
I7,Bmw, 22.09.2023, ALLEMAGNE,118 700 €,ELECTRIQUE,29 582 KM,2022,AUTOMATIQUE,47533
Vito,Mercedes, 23.09.2023, ALLEMAGNE,13 500 €,DIESEL,296 200 KM,2009,AUTOMATIQUE,47533
Serie 4,Bmw, 23.09.2023, ALLEMAGNE,38 800 €,ESSENCE,25 200 KM,2023,AUTOMATIQUE,47533
Captur,Renault, 23.09.2023, ALLEMAGNE,15 490 €,ESSENCE,56 955 KM,2019,MANUELLE,47533
Accord,Honda, 23.09.2023, ALLEMAGNE,5 000 €,ESSENCE,205 000 KM,2006,MANUELLE,47533
C1,Citroen, 23.09.2023, ALLEMAGNE,9 850 €,ESSENCE,64 499 KM,2017,MANUELLE,47533
