Modele,Marque,Date,Location,Prix,Carburant,Kilométrage,Année,Boîte de vitesse,Departements
Astra,Opel, 23.12.2023, POLOGNE,2 194 €,DIESEL,320 000 KM,2006,MANUELLE,19-500
Classe a,Mercedes, 23.12.2023, POLOGNE,1 247 €,ESSENCE,164 300 KM,2000,MANUELLE,19-500
Ranger,Ford, 24.12.2023, POLOGNE,21 309 €,DIESEL,188 730 KM,2015,AUTOMATIQUE,19-500
C4 cactus,Citroen, 24.12.2023, POLOGNE,10 164 €,ESSENCE,45 000 KM,2015,MANUELLE,19-500
Kuga,Ford, 24.12.2023, POLOGNE,7 276 €,DIESEL,205 000 KM,2009,MANUELLE,19-500
Espace,Renault, 26.12.2023, POLOGNE,6 214 €,DIESEL,295 000 KM,2011,AUTOMATIQUE,19-500
Mondeo,Ford, 26.12.2023, POLOGNE,3 696 €,DIESEL,245 000 KM,2010,MANUELLE,19-500
A6,Audi, 27.12.2023, POLOGNE,1 571 €,ESSENCE,246 800 KM,1999,MANUELLE,19-500
A3,Audi, 28.12.2023, POLOGNE,993 €,DIESEL,267 900 KM,2001,MANUELLE,19-500
Megane,Renault, 30.12.2023, POLOGNE,647 €,ESSENCE,258 000 KM,2000,MANUELLE,19-500
Fabia,Skoda, 31.12.2023, POLOGNE,10 372 €,ESSENCE,46 700 KM,2019,MANUELLE,19-500
C3,Citroen, 31.12.2023, POLOGNE,3 627 €,DIESEL,161 600 KM,2010,MANUELLE,19-500
Tucson,Hyundai, 31.12.2023, POLOGNE,16 631 €,ESSENCE,130 000 KM,2016,MANUELLE,19-500
A6 avant,Audi, 31.12.2023, POLOGNE,1 871 €,DIESEL,418 000 KM,2003,AUTOMATIQUE,19-500
Carens,Kia, 01.01.2024, POLOGNE,4 735 €,DIESEL,101 000 KM,2008,MANUELLE,19-500
Serie 7,Bmw, 02.01.2024, POLOGNE,2 541 €,DIESEL,400 000 KM,2002,AUTOMATIQUE,19-500
Espace,Renault, 11.08.2023, POLOGNE,1 963 €,DIESEL,322 000 KM,2004,MANUELLE,16-420
Crafter,Volkswagen, 28.09.2023, POLOGNE,4 389 €,DIESEL,275 705 KM,2008,MANUELLE,16-420
Ceed,Kia, 27.10.2023, POLOGNE,3 349 €,DIESEL,263 000 KM,2007,MANUELLE,16-420
Passat,Volkswagen, 01.11.2023, POLOGNE,1 594 €,DIESEL,346 000 KM,2003,AUTOMATIQUE,16-420
Zafira,Opel, 14.11.2023, POLOGNE,1 848 €,ESSENCE,320 000 KM,2004,MANUELLE,16-420
Jimny,Suzuki, 14.11.2023, POLOGNE,3 927 €,ESSENCE,290 000 KM,2003,MANUELLE,16-420
Kyron,Ssangyong, 06.12.2023, POLOGNE,2 425 €,DIESEL,225 KM,2006,MANUELLE,16-420
Superb,Skoda, 14.12.2023, POLOGNE,8 524 €,DIESEL,288 000 KM,2013,AUTOMATIQUE,16-420
Octavia,Skoda, 23.12.2023, POLOGNE,5 059 €,ESSENCE,304 400 KM,2011,MANUELLE,16-420
Serie 3 touring,Bmw, 16.12.2023, POLOGNE,808 €,DIESEL,340 000 KM,2001,MANUELLE,16-120
Grand cherokee,Jeep, 17.12.2023, POLOGNE,7 276 €,GPL,360 000 KM,1997,MANUELLE,16-120
S80,Volvo, 18.12.2023, POLOGNE,808 €,ESSENCE,299 800 KM,1999,MANUELLE,16-120
V40,Volvo, 19.12.2023, POLOGNE,11 434 €,DIESEL,96 000 KM,2017,MANUELLE,16-120
Octavia,Skoda, 07.11.2023, POLOGNE,12 012 €,ESSENCE,131 000 KM,2016,MANUELLE,19-420
Corolla verso,Toyota, 14.11.2023, POLOGNE,2 079 €,DIESEL,345 KM,2004,MANUELLE,19-420
A3,Audi, 14.11.2023, POLOGNE,3 001 €,DIESEL,309 000 KM,2007,MANUELLE,19-420
Sprinter,Mercedes, 09.12.2023, POLOGNE,2 425 €,DIESEL,326 000 KM,2003,MANUELLE,19-420
Serie 1,Bmw, 12.12.2023, POLOGNE,3 927 €,DIESEL,280 000 KM,2007,MANUELLE,19-420
Mc1,Microcar, 31.12.2023, POLOGNE,2 079 €,DIESEL,124 000 KM,2004,AUTOMATIQUE,19-420
X5,Bmw, 21.01.2022, POLOGNE,7 600 €,-,220 000 KM,2003,-,16-100
Serie 5,Bmw, 21.01.2022, POLOGNE,1 963 €,-,273 000 KM,1997,-,16-100
Zafira,Opel, 21.01.2022, POLOGNE,4 574 €,-,204 000 KM,2006,-,16-100
Zafira,Opel, 21.01.2022, POLOGNE,5 128 €,DIESEL,190 000 KM,2006,-,16-100
Astra,Opel, 21.01.2022, POLOGNE,1 917 €,-,213 000 KM,1999,-,16-100
Touran,Volkswagen, 21.01.2022, POLOGNE,4 181 €,-,168 000 KM,2004,-,16-100
Golf,Volkswagen, 21.01.2022, POLOGNE,5 521 €,-,170 000 KM,2007,-,16-100
Golf sw,Volkswagen, 21.01.2022, POLOGNE,6 191 €,-,169 000 KM,2009,-,16-100
Passat,Volkswagen, 21.01.2022, POLOGNE,5 428 €,-,299 185 KM,2006,-,16-100
Corolla,Toyota, 21.01.2022, POLOGNE,5 290 €,-,35 000 KM,2006,-,16-100
Auris,Toyota, 21.01.2022, POLOGNE,6 237 €,DIESEL,41 000 KM,2009,-,16-100
Yaris,Toyota, 21.01.2022, POLOGNE,5 775 €,DIESEL,56 000 KM,2007,-,16-100
Wrangler,Jeep, 29.04.2023, POLOGNE,43 196 €,ESSENCE,39 476 KM,2020,AUTOMATIQUE,16-100
3008,Peugeot, 03.06.2023, POLOGNE,7 161 €,DIESEL,232 000 KM,2014,MANUELLE,16-100
5,Mazda, 19.08.2023, POLOGNE,5 428 €,ESSENCE,246 000 KM,2011,MANUELLE,16-100
Q7,Audi, 07.09.2023, POLOGNE,12 173 €,DIESEL,246 300 KM,2008,AUTOMATIQUE,16-100
Serie 5 touring,Bmw, 27.09.2023, POLOGNE,1 455 €,GPL,420 000 KM,1997,MANUELLE,16-100
Corsa,Opel, 30.09.2023, POLOGNE,3 904 €,DIESEL,269 000 KM,2013,MANUELLE,16-100
Evanda,Chevrolet, 01.10.2023, POLOGNE,2 749 €,ESSENCE,187 000 KM,2005,MANUELLE,16-100
Countryman,Mini, 02.10.2023, POLOGNE,17 556 €,ESSENCE,81 000 KM,2016,AUTOMATIQUE,16-100
Serie 5,Bmw, 03.10.2023, POLOGNE,12 705 €,ESSENCE,140 000 KM,2013,AUTOMATIQUE,16-100
Serie 3,Bmw, 07.10.2023, POLOGNE,3 580 €,DIESEL,395 000 KM,2006,AUTOMATIQUE,16-100
Captiva,Chevrolet, 24.10.2023, POLOGNE,5 890 €,DIESEL,243 000 KM,2010,MANUELLE,16-100
Ducato,Fiat, 24.10.2023, POLOGNE,7 161 €,DIESEL,228 000 KM,2011,MANUELLE,16-100
Colony park,Mercury, 02.11.2023, POLOGNE,19 634 €,ESSENCE,48 000 KM,1968,AUTOMATIQUE,16-100
K2500,Kia, 03.11.2023, POLOGNE,4 366 €,DIESEL,326 000 KM,2006,MANUELLE,16-100
Serie 7,Bmw, 06.11.2023, POLOGNE,6 699 €,GPL,215 807 KM,1998,AUTOMATIQUE,16-100
Focus sw,Ford, 08.11.2023, POLOGNE,1 825 €,DIESEL,294 400 KM,2010,MANUELLE,16-100
Golf,Volkswagen, 09.11.2023, POLOGNE,762 €,DIESEL,280 000 KM,1999,AUTOMATIQUE,16-100
Corsa,Opel, 11.11.2023, POLOGNE,6 214 €,ESSENCE,153 200 KM,2014,MANUELLE,16-100
Carnival,Kia, 11.11.2023, POLOGNE,3 442 €,DIESEL,378 000 KM,2008,MANUELLE,16-100
Legacy,Subaru, 12.11.2023, POLOGNE,5 498 €,ESSENCE,213 000 KM,2009,MANUELLE,16-100
Corsa,Opel, 14.11.2023, POLOGNE,3 580 €,ESSENCE,181 800 KM,2010,MANUELLE,16-100
Antara,Opel, 14.11.2023, POLOGNE,4 504 €,DIESEL,191 000 KM,2007,MANUELLE,16-100
X3,Bmw, 14.11.2023, POLOGNE,6 121 €,DIESEL,261 000 KM,2006,MANUELLE,16-100
Caddy,Volkswagen, 14.11.2023, POLOGNE,6 168 €,ESSENCE,225 100 KM,2009,MANUELLE,16-100
Passat,Volkswagen, 14.11.2023, POLOGNE,6 861 €,DIESEL,301 600 KM,2011,MANUELLE,16-100
Touran,Volkswagen, 14.11.2023, POLOGNE,3 188 €,ESSENCE,223 000 KM,2007,MANUELLE,16-100
Impreza,Subaru, 14.11.2023, POLOGNE,3 696 €,ESSENCE,157 650 KM,2008,MANUELLE,16-100
A4,Audi, 14.11.2023, POLOGNE,4 966 €,DIESEL,264 200 KM,2006,MANUELLE,16-100
A3,Audi, 14.11.2023, POLOGNE,5 544 €,DIESEL,347 000 KM,2008,MANUELLE,16-100
A4 avant,Audi, 14.11.2023, POLOGNE,30 953 €,ESSENCE,49 000 KM,2019,AUTOMATIQUE,16-100
Micra,Nissan, 14.11.2023, POLOGNE,4 504 €,ESSENCE,212 860 KM,2011,MANUELLE,16-100
Rx 300V6 3.0,Lexus, 14.11.2023, POLOGNE,6 930 €,ESSENCE,34 999 KM,2005,AUTOMATIQUE,16-100
5,Mazda, 14.11.2023, POLOGNE,2 056 €,ESSENCE,342 000 KM,2006,MANUELLE,16-100
V60,Volvo, 15.11.2023, POLOGNE,10 279 €,DIESEL,136 000 KM,2014,AUTOMATIQUE,16-100
Sportage,Kia, 15.11.2023, POLOGNE,15 223 €,DIESEL,149 300 KM,2016,MANUELLE,16-100
Golf,Volkswagen, 15.11.2023, POLOGNE,762 €,ESSENCE,280 000 KM,1996,AUTOMATIQUE,16-100
Edge,Ford, 16.11.2023, POLOGNE,22 406 €,ESSENCE,66 000 KM,2018,AUTOMATIQUE,16-100
Clio,Renault, 19.11.2023, POLOGNE,1 848 €,DIESEL,330 000 KM,2007,MANUELLE,16-100
6,Mazda, 21.11.2023, POLOGNE,5 659 €,DIESEL,264 500 KM,2011,MANUELLE,16-100
S80,Volvo, 22.11.2023, POLOGNE,6 907 €,GPL,363 000 KM,2010,MANUELLE,16-100
5,Mazda, 22.11.2023, POLOGNE,1 548 €,DIESEL,303 000 KM,2007,MANUELLE,16-100
Kuga,Ford, 23.11.2023, POLOGNE,20 535 €,DIESEL,94 000 KM,2020,MANUELLE,16-100
Serie 3,Bmw, 24.11.2023, POLOGNE,15 338 €,ESSENCE,86 900 KM,2018,MANUELLE,16-100
A4 avant,Audi, 26.11.2023, POLOGNE,30 953 €,ESSENCE,50 000 KM,2019,AUTOMATIQUE,16-100
A4,Audi, 26.11.2023, POLOGNE,2 518 €,DIESEL,460 000 KM,2007,MANUELLE,16-100
Astra,Opel, 28.11.2023, POLOGNE,670 €,ESSENCE,180 000 KM,2001,MANUELLE,16-100
A6,Audi, 28.11.2023, POLOGNE,4 389 €,DIESEL,355 000 KM,2006,AUTOMATIQUE,16-100
Caddy,Volkswagen, 03.12.2023, POLOGNE,4 135 €,ESSENCE,196 460 KM,2009,MANUELLE,16-100
I10,Hyundai, 04.12.2023, POLOGNE,5 405 €,ESSENCE,119 000 KM,2015,MANUELLE,16-100
Vivaro,Opel, 05.12.2023, POLOGNE,3 118 €,DIESEL,294 000 KM,2002,MANUELLE,16-100
Sorento,Kia, 05.12.2023, POLOGNE,52 898 €,HYBRIDE,78 000 KM,2021,AUTOMATIQUE,16-100
A4 avant,Audi, 07.12.2023, POLOGNE,1 963 €,ESSENCE,355 000 KM,1999,MANUELLE,16-100
Passat,Volkswagen, 08.12.2023, POLOGNE,5 544 €,ESSENCE,189 000 KM,2010,MANUELLE,16-100
C4 picasso,Citroen, 09.12.2023, POLOGNE,2 518 €,DIESEL,252 000 KM,2007,MANUELLE,16-100
C5 tourer,Citroen, 09.12.2023, POLOGNE,2 980 €,DIESEL,300 000 KM,2008,MANUELLE,16-100
Sharan,Volkswagen, 09.12.2023, POLOGNE,1 640 €,DIESEL,376 186 KM,2001,MANUELLE,16-100
80,Audi, 09.12.2023, POLOGNE,739 €,ESSENCE,251 000 KM,1993,MANUELLE,16-100
Zafira,Opel, 11.12.2023, POLOGNE,1 386 €,DIESEL,265 500 KM,2005,MANUELLE,16-100
Grande punto,Fiat, 11.12.2023, POLOGNE,3 673 €,ESSENCE,205 000 KM,2010,MANUELLE,16-100
Venga,Kia, 12.12.2023, POLOGNE,6 583 €,DIESEL,83 500 KM,2012,MANUELLE,16-100
Leon,Seat, 12.12.2023, POLOGNE,6 676 €,DIESEL,206 000 KM,2010,MANUELLE,16-100
X-trail,Nissan, 13.12.2023, POLOGNE,3 557 €,DIESEL,185 000 KM,2005,MANUELLE,16-100
Fabia,Skoda, 14.12.2023, POLOGNE,1 132 €,ESSENCE,190 000 KM,2004,MANUELLE,16-100
Kuga,Ford, 16.12.2023, POLOGNE,7 969 €,DIESEL,185 000 KM,2011,MANUELLE,16-100
Aveo,Chevrolet, 16.12.2023, POLOGNE,5 197 €,ESSENCE,117 000 KM,2013,MANUELLE,16-100
A6,Audi, 17.12.2023, POLOGNE,1 501 €,DIESEL,380 000 KM,2001,MANUELLE,16-100
A6,Audi, 18.12.2023, POLOGNE,5 960 €,DIESEL,359 000 KM,2005,AUTOMATIQUE,16-100
Serie 5,Bmw, 18.12.2023, POLOGNE,10 141 €,DIESEL,307 000 KM,2012,AUTOMATIQUE,16-100
Ka,Ford, 18.12.2023, POLOGNE,2 194 €,ESSENCE,140 000 KM,2010,MANUELLE,16-100
Tucson,Hyundai, 18.12.2023, POLOGNE,19 773 €,ESSENCE,58 244 KM,2018,AUTOMATIQUE,16-100
Scenic,Renault, 19.12.2023, POLOGNE,924 €,ESSENCE,222 000 KM,2000,MANUELLE,16-100
Serie 5 touring,Bmw, 20.12.2023, POLOGNE,7 554 €,DIESEL,207 400 KM,2005,AUTOMATIQUE,16-100
Xc90,Volvo, 21.12.2023, POLOGNE,10 741 €,DIESEL,234 000 KM,2010,AUTOMATIQUE,16-100
Combi,Volkswagen, 21.12.2023, POLOGNE,970 €,DIESEL,310 000 KM,1999,MANUELLE,16-100
Classe b,Mercedes, 21.12.2023, POLOGNE,4 366 €,DIESEL,176 000 KM,2009,MANUELLE,16-100
Grand c-max,Ford, 22.12.2023, POLOGNE,6 907 €,ESSENCE,170 000 KM,2011,MANUELLE,16-100
Classe b,Mercedes, 23.12.2023, POLOGNE,3 580 €,ESSENCE,322 800 KM,2005,MANUELLE,16-100
Serie 3 touring,Bmw, 24.12.2023, POLOGNE,5 313 €,DIESEL,204 240 KM,2010,AUTOMATIQUE,16-100
A4,Audi, 26.12.2023, POLOGNE,2 541 €,DIESEL,252 800 KM,2003,MANUELLE,16-100
A5,Audi, 27.12.2023, POLOGNE,7 507 €,ESSENCE,268 900 KM,2008,MANUELLE,16-100
Golf,Volkswagen, 28.12.2023, POLOGNE,46 170 €,ESSENCE,38 000 KM,2021,AUTOMATIQUE,16-100
A6,Audi, 28.12.2023, POLOGNE,12 451 €,ESSENCE,200 000 KM,2013,AUTOMATIQUE,16-100
Golf,Volkswagen, 28.12.2023, POLOGNE,3 950 €,DIESEL,250 000 KM,2008,MANUELLE,16-100
C3 picasso,Citroen, 29.12.2023, POLOGNE,4 273 €,DIESEL,183 000 KM,2010,MANUELLE,16-100
Roomster,Skoda, 30.12.2023, POLOGNE,1 594 €,ESSENCE,179 000 KM,2007,MANUELLE,16-100
Qx60,Infiniti, 30.12.2023, POLOGNE,24 947 €,ESSENCE,105 482 KM,2017,AUTOMATIQUE,16-100
6,Mazda, 31.12.2023, POLOGNE,739 €,ESSENCE,323 000 KM,2003,MANUELLE,16-100
156,Alfa romeo, 01.01.2024, POLOGNE,693 €,ESSENCE,206 000 KM,2005,MANUELLE,16-100
Serie 5,Bmw, 02.01.2024, POLOGNE,3 604 €,ESSENCE,278 560 KM,1998,MANUELLE,16-100
Grand cherokee,Jeep, 02.01.2024, POLOGNE,10 164 €,DIESEL,245 000 KM,2008,AUTOMATIQUE,16-100
Pacifica,Chrysler, 15.11.2023, POLOGNE,30 953 €,ESSENCE,77 400 KM,2019,AUTOMATIQUE,16-310
Serie 7,Bmw, 10.12.2023, POLOGNE,13 167 €,DIESEL,339 497 KM,2011,AUTOMATIQUE,16-310
Serie 3 touring,Bmw, 13.12.2023, POLOGNE,2 264 €,DIESEL,430 000 KM,2000,MANUELLE,16-310
Serie 3,Bmw, 14.12.2023, POLOGNE,2 125 €,ESSENCE,200 000 KM,1995,MANUELLE,16-310
X-trail,Nissan, 19.12.2023, POLOGNE,3 696 €,DIESEL,350 000 KM,2008,MANUELLE,16-310
Serie 7,Bmw, 21.12.2023, POLOGNE,12 705 €,DIESEL,339 497 KM,2011,AUTOMATIQUE,16-310
Tipo,Fiat, 21.12.2023, POLOGNE,7 299 €,DIESEL,171 000 KM,2017,MANUELLE,16-310
Leon,Seat, 24.12.2023, POLOGNE,1 548 €,DIESEL,370 000 KM,2003,MANUELLE,16-310
Octavia combi,Skoda, 28.12.2023, POLOGNE,5 013 €,DIESEL,284 000 KM,2010,MANUELLE,16-310
Serie 5 touring,Bmw, 09.07.2023, POLOGNE,10 857 €,DIESEL,242 000 KM,2009,AUTOMATIQUE,19-404
Serie 5,Bmw, 14.11.2023, POLOGNE,6 699 €,DIESEL,246 000 KM,2008,AUTOMATIQUE,19-404
Classe a,Mercedes, 21.01.2022, POLOGNE,2 864 €,ESSENCE,99 222 KM,2000,-,19-400
407,Peugeot, 21.01.2022, POLOGNE,4 042 €,-,147 000 KM,2006,-,19-400
Golf,Volkswagen, 21.01.2022, POLOGNE,2 425 €,-,181 093 KM,1999,-,19-400
Rav4,Toyota, 21.01.2022, POLOGNE,11 781 €,-,145 000 KM,2006,-,19-400
Ls,Lexus, 21.01.2022, POLOGNE,28 874 €,-,122 263 KM,2007,-,19-400
Stilo,Fiat, 21.01.2022, POLOGNE,2 056 €,-,252 000 KM,2004,-,19-400
Pilot,Honda, 21.01.2022, POLOGNE,29 752 €,-,115 000 KM,2011,-,19-400
Yaris,Toyota, 29.04.2023, POLOGNE,3 118 €,ESSENCE,230 000 KM,2009,MANUELLE,19-400
Accord,Honda, 25.05.2023, POLOGNE,4 851 €,ESSENCE,174 736 KM,2008,AUTOMATIQUE,19-400
A4,Audi, 07.06.2023, POLOGNE,22 984 €,DIESEL,72 000 KM,2018,AUTOMATIQUE,19-400
Cr-v,Honda, 07.07.2023, POLOGNE,1 363 €,ESSENCE,290 000 KM,1999,MANUELLE,19-400
A3,Audi, 09.08.2023, POLOGNE,6 445 €,DIESEL,224 000 KM,2009,MANUELLE,19-400
Espace,Renault, 25.08.2023, POLOGNE,3 904 €,DIESEL,256 555 KM,2008,AUTOMATIQUE,19-400
Polo,Volkswagen, 26.08.2023, POLOGNE,924 €,ESSENCE,195 000 KM,2005,MANUELLE,19-400
Edge,Ford, 05.09.2023, POLOGNE,23 076 €,DIESEL,182 000 KM,2017,AUTOMATIQUE,19-400
Ibiza,Seat, 06.09.2023, POLOGNE,4 828 €,ESSENCE,176 000 KM,2013,MANUELLE,19-400
Focus,Ford, 10.09.2023, POLOGNE,3 904 €,ESSENCE,180 000 KM,2009,MANUELLE,19-400
Insignia,Opel, 21.09.2023, POLOGNE,10 372 €,DIESEL,173 000 KM,2016,AUTOMATIQUE,19-400
Meriva,Opel, 26.09.2023, POLOGNE,3 904 €,ESSENCE,105 000 KM,2010,MANUELLE,19-400
Juke,Nissan, 26.09.2023, POLOGNE,8 986 €,ESSENCE,87 000 KM,2011,MANUELLE,19-400
508 sw,Peugeot, 26.09.2023, POLOGNE,7 276 €,DIESEL,240 000 KM,2012,MANUELLE,19-400
Corolla,Toyota, 14.10.2023, POLOGNE,5 290 €,ESSENCE,137 438 KM,2007,MANUELLE,19-400
Crosspolo,Volkswagen, 20.10.2023, POLOGNE,4 597 €,ESSENCE,170 000 KM,2007,MANUELLE,19-400
Clio,Renault, 21.10.2023, POLOGNE,3 442 €,ESSENCE,97 158 KM,2009,MANUELLE,19-400
5008,Peugeot, 24.10.2023, POLOGNE,5 290 €,DIESEL,180 000 KM,2010,MANUELLE,19-400
Soul,Kia, 24.10.2023, POLOGNE,5 059 €,DIESEL,243 054 KM,2009,MANUELLE,19-400
Rx 300,Lexus, 24.10.2023, POLOGNE,8 293 €,GPL,249 000 KM,2005,AUTOMATIQUE,19-400
Rav4,Toyota, 26.10.2023, POLOGNE,35 111 €,HYBRIDE,91 000 KM,2019,AUTOMATIQUE,19-400
S-max,Ford, 27.10.2023, POLOGNE,5 890 €,DIESEL,260 412 KM,2010,MANUELLE,19-400
Note,Nissan, 09.11.2023, POLOGNE,2 287 €,DIESEL,157 321 KM,2007,MANUELLE,19-400
Citigo,Skoda, 11.11.2023, POLOGNE,6 676 €,ESSENCE,49 405 KM,2016,MANUELLE,19-400
Duster,Dacia, 11.11.2023, POLOGNE,7 369 €,ESSENCE,183 151 KM,2012,MANUELLE,19-400
Corsa,Opel, 14.11.2023, POLOGNE,15 915 €,ESSENCE,13 000 KM,2021,MANUELLE,19-400
Serie 1,Bmw, 14.11.2023, POLOGNE,17 301 €,ESSENCE,95 000 KM,2017,AUTOMATIQUE,19-400
Serie 7,Bmw, 14.11.2023, POLOGNE,5 521 €,DIESEL,307 000 KM,2003,AUTOMATIQUE,19-400
Serie 3,Bmw, 14.11.2023, POLOGNE,7 600 €,DIESEL,299 500 KM,2009,AUTOMATIQUE,19-400
C-max,Ford, 14.11.2023, POLOGNE,3 442 €,DIESEL,269 000 KM,2007,MANUELLE,19-400
C4 picasso,Citroen, 14.11.2023, POLOGNE,4 135 €,ESSENCE,99 300 KM,2008,MANUELLE,19-400
S-max,Ford, 14.11.2023, POLOGNE,4 597 €,DIESEL,241 000 KM,2008,MANUELLE,19-400
Yaris,Toyota, 14.11.2023, POLOGNE,4 135 €,ESSENCE,199 000 KM,2009,MANUELLE,19-400
Yaris,Toyota, 14.11.2023, POLOGNE,3 118 €,DIESEL,201 500 KM,2007,MANUELLE,19-400
Golf sw,Volkswagen, 14.11.2023, POLOGNE,5 290 €,DIESEL,212 000 KM,2009,MANUELLE,19-400
Polo,Volkswagen, 14.11.2023, POLOGNE,4 135 €,ESSENCE,199 000 KM,2009,MANUELLE,19-400
X-trail,Nissan, 14.11.2023, POLOGNE,15 915 €,DIESEL,179 000 KM,2016,MANUELLE,19-400
Megane grandtour,Renault, 14.11.2023, POLOGNE,4 597 €,DIESEL,237 000 KM,2009,MANUELLE,19-400
Duster,Dacia, 14.11.2023, POLOGNE,6 214 €,DIESEL,243 000 KM,2010,MANUELLE,19-400
Duster,Dacia, 14.11.2023, POLOGNE,6 214 €,DIESEL,153 000 KM,2011,MANUELLE,19-400
Cruze,Chevrolet, 14.11.2023, POLOGNE,5 521 €,ESSENCE,210 000 KM,2009,MANUELLE,19-400
Octavia,Skoda, 14.11.2023, POLOGNE,6 445 €,DIESEL,254 000 KM,2011,MANUELLE,19-400
Rx 330,Lexus, 14.11.2023, POLOGNE,8 293 €,ESSENCE,249 000 KM,2005,AUTOMATIQUE,19-400
Mgo,Microcar, 14.11.2023, POLOGNE,8 293 €,DIESEL,2 900 KM,2018,AUTOMATIQUE,19-400
Outlander,Mitsubishi, 14.11.2023, POLOGNE,21 690 €,ESSENCE,23 000 KM,2018,MANUELLE,19-400
Jazz,Honda, 14.11.2023, POLOGNE,14 761 €,ESSENCE,97 000 KM,2018,AUTOMATIQUE,19-400
Civic,Honda, 14.11.2023, POLOGNE,2 772 €,DIESEL,320 000 KM,2008,MANUELLE,19-400
Ix20,Hyundai, 14.11.2023, POLOGNE,6 214 €,DIESEL,190 000 KM,2012,MANUELLE,19-400
I30 wagon,Hyundai, 14.11.2023, POLOGNE,4 597 €,DIESEL,232 000 KM,2010,MANUELLE,19-400
I30,Hyundai, 14.11.2023, POLOGNE,4 828 €,ESSENCE,186 000 KM,2010,MANUELLE,19-400
Tucson,Hyundai, 14.11.2023, POLOGNE,5 521 €,ESSENCE,134 000 KM,2007,MANUELLE,19-400
Jumper,Citroen, 14.11.2023, POLOGNE,7 623 €,DIESEL,334 000 KM,2006,MANUELLE,19-400
Sharan,Volkswagen, 20.11.2023, POLOGNE,1 294 €,DIESEL,300 740 KM,2000,MANUELLE,19-400
Cayenne,Porsche, 21.11.2023, POLOGNE,12 358 €,ESSENCE,173 150 KM,2007,AUTOMATIQUE,19-400
Transporter,Volkswagen, 21.11.2023, POLOGNE,3 442 €,DIESEL,300 000 KM,2008,MANUELLE,19-400
Meriva,Opel, 22.11.2023, POLOGNE,3 211 €,ESSENCE,160 000 KM,2005,AUTOMATIQUE,19-400
Daily,Iveco, 23.11.2023, POLOGNE,27 719 €,DIESEL,28 000 KM,2016,MANUELLE,19-400
Touran,Volkswagen, 24.11.2023, POLOGNE,5 290 €,DIESEL,260 000 KM,2008,AUTOMATIQUE,19-400
Polo,Volkswagen, 24.11.2023, POLOGNE,2 980 €,ESSENCE,92 000 KM,2007,MANUELLE,19-400
Serie 3,Bmw, 25.11.2023, POLOGNE,2 749 €,ESSENCE,323 505 KM,2003,MANUELLE,19-400
Touran,Volkswagen, 26.11.2023, POLOGNE,3 349 €,ESSENCE,178 000 KM,2004,AUTOMATIQUE,19-400
Trafic,Renault, 26.11.2023, POLOGNE,4 389 €,DIESEL,293 000 KM,2006,MANUELLE,19-400
A3,Audi, 28.11.2023, POLOGNE,2 518 €,ESSENCE,262 000 KM,2003,MANUELLE,19-400
C5,Citroen, 29.11.2023, POLOGNE,4 851 €,DIESEL,240 434 KM,2012,MANUELLE,19-400
Serie 3,Bmw, 29.11.2023, POLOGNE,4 389 €,DIESEL,260 000 KM,2010,MANUELLE,19-400
Touran,Volkswagen, 29.11.2023, POLOGNE,6 630 €,DIESEL,228 000 KM,2009,AUTOMATIQUE,19-400
Golf,Volkswagen, 05.12.2023, POLOGNE,5 290 €,DIESEL,236 000 KM,2010,MANUELLE,19-400
A6,Audi, 05.12.2023, POLOGNE,8 524 €,DIESEL,198 141 KM,2010,AUTOMATIQUE,19-400
Xc60,Volvo, 05.12.2023, POLOGNE,9 263 €,DIESEL,313 000 KM,2010,AUTOMATIQUE,19-400
Roomster,Skoda, 05.12.2023, POLOGNE,3 118 €,ESSENCE,177 000 KM,2008,MANUELLE,19-400
Classe b,Mercedes, 05.12.2023, POLOGNE,5 521 €,DIESEL,185 000 KM,2010,MANUELLE,19-400
Passat,Volkswagen, 06.12.2023, POLOGNE,16 169 €,ESSENCE,128 988 KM,2015,AUTOMATIQUE,19-400
Ibiza,Seat, 06.12.2023, POLOGNE,4 597 €,ESSENCE,152 000 KM,2010,MANUELLE,19-400
Defender,Land rover, 06.12.2023, POLOGNE,22 868 €,DIESEL,279 750 KM,2000,MANUELLE,19-400
Astra,Opel, 06.12.2023, POLOGNE,6 006 €,DIESEL,311 000 KM,2012,MANUELLE,19-400
I30,Hyundai, 06.12.2023, POLOGNE,4 366 €,DIESEL,276 000 KM,2010,MANUELLE,19-400
Altea xl,Seat, 06.12.2023, POLOGNE,4 366 €,DIESEL,260 000 KM,2007,MANUELLE,19-400
Tucson,Hyundai, 06.12.2023, POLOGNE,5 521 €,DIESEL,204 000 KM,2006,MANUELLE,19-400
I20,Hyundai, 06.12.2023, POLOGNE,3 442 €,ESSENCE,16 900 KM,2009,MANUELLE,19-400
Kuga,Ford, 07.12.2023, POLOGNE,17 301 €,DIESEL,84 000 KM,2019,MANUELLE,19-400
Mondeo sw,Ford, 07.12.2023, POLOGNE,7 045 €,DIESEL,250 000 KM,2013,MANUELLE,19-400
Corsa,Opel, 08.12.2023, POLOGNE,3 465 €,ESSENCE,182 000 KM,2007,MANUELLE,19-400
Megane,Renault, 09.12.2023, POLOGNE,1 825 €,ESSENCE,311 913 KM,2005,AUTOMATIQUE,19-400
