"Car Name" "Car Details" "Car Price"
$ 44,990

$806.40 Est. Mo."
"2021 FORD ESCAPE TITANIUM - 1FMCU9J93MUA19199" "Asking price $29,713 near Somerset, KY 42501 miles driven 23,492 mi avg. miles 7,830 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Silver interior color Black stock # A19199 vin # 1FMCU9J93MUA19199 History Vehicle Report avg mileage 26 mpg fuel type Gasoline features Full Options List" "$ 29,713

$532.58 Est. Mo."
"2020 FORD EXPLORER XLT - 1FMSK8DHXLGB05444" "Asking price $29,906 near Richmond, KY 40475 miles driven 31,915 mi avg. miles 7,978 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain 4WD exterior color Blue interior color Black stock # B05444 vin # 1FMSK8DHXLGB05444 History Vehicle Report avg mileage 23 mpg fuel type Gasoline features Full Options List" "$ 32,897
$ 29,906

$536.04 Est. Mo."
"2014 TOYOTA AVALON XLE TOURING - 4T1BK1EB8EU105383" "Asking price $11,990 near Bloomingdale, NJ 07403 miles driven 117,090 mi avg. miles 11,709 mi/yr condition Used body style Sedan engine 6 Cyl transmission Automatic drivetrain FWD exterior color Black interior color Black stock # 105383 vin # 4T1BK1EB8EU105383 History Vehicle Report fuel type Gasoline features Full Options List" "$ 11,990

$214.91 Est. Mo."
"2017 CHEVROLET SILVERADO 1500 LTZ - 3GCUKSEC6HG413087" "Asking price $39,988 near Durant, OK 74701 miles driven 71,631 mi avg. miles 10,233 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color White interior color Black stock # 413087 vin # 3GCUKSEC6HG413087 History Vehicle Report avg mileage 17 mpg fuel type Gasoline features Full Options List" "$ 43,987
$ 39,988

$716.74 Est. Mo."
"2020 CHEVROLET EQUINOX LT LT1 - 3GNAXUEV4LS680131" "Asking price $19,999 near Freeport, NY 11520 miles driven 25,347 mi avg. miles 6,336 mi/yr condition Certified Pre-Owned body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Black interior color Black stock # 680131 vin # 3GNAXUEV4LS680131 History Vehicle Report avg mileage 27 mpg fuel type Gasoline features Full Options List" "$ 21,999
$ 19,999

$358.46 Est. Mo."
"2020 FORD F-150 RAPTOR - 1FTFW1RG5LFB78941" "Asking price $57,999 near South Burlington, VT 05403 miles driven 44,011 mi avg. miles 11,002 mi/yr condition Used body style Pickup engine 6 Cyl transmission Automatic drivetrain 4WD exterior color Black interior color Black stock # B78941 vin # 1FTFW1RG5LFB78941 History Vehicle Report avg mileage 16 mpg fuel type Gasoline features Full Options List" "$ 57,999

$1039.57 Est. Mo."
"2012 CHEVROLET CAPTIVA SPORT LTZ - 3GNFL4E54CS606824" "Asking price $6,799 near Ellensburg, WA 98926 miles driven 117,923 mi avg. miles 9,826 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain AWD exterior color Brown interior color Black stock # 606824 vin # 3GNFL4E54CS606824 History Vehicle Report avg mileage 18 mpg fuel type Gasoline features Full Options List" "$ 6,799

$121.87 Est. Mo."
"2016 GMC SIERRA 2500HD SLE - 1GT12SE8XGF263077" "Asking price $36,962 near Baker City, OR 97814 miles driven 107,939 mi avg. miles 13,492 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Red interior color Black stock # 263077 vin # 1GT12SE8XGF263077 History Vehicle Report fuel type Diesel features Full Options List" "$ 40,658
$ 36,962

$662.51 Est. Mo."
"2022 RAM 2500 POWER WAGON - 3C6TR5EJ0NG369758" "Asking price $59,499 price drop $67,555 $8,056 near Slatington, PA 18080 miles driven 14,550 mi avg. miles 7,275 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Silver interior color Gray stock # 369758 vin # 3C6TR5EJ0NG369758 History Vehicle Report fuel type Gasoline features Full Options List" "$ 67,555
$ 59,499

$1066.46 Est. Mo."
"2014 CHEVROLET VOLT BASE - 1G1RF6E40EU136187" "Asking price $17,999 price drop $18,999 $1,000 near Hayward, CA 94544 miles driven 73,500 mi avg. miles 7,350 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Blue stock # 136187 vin # 1G1RF6E40EU136187 History Vehicle Report avg mileage 37 mpg fuel type Hybrid features Full Options List" "$ 18,999
$ 17,999

$322.61 Est. Mo."
"2021 NISSAN ROGUE SL - JN8AT3CBXMW214415" "Asking price $30,612 near Fairless Hills, PA 19030 miles driven 12,988 mi avg. miles 4,329 mi/yr condition Certified Pre-Owned body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Gray interior color Black stock # 214415 vin # JN8AT3CBXMW214415 History Vehicle Report avg mileage 29 mpg fuel type Gasoline features Full Options List" "$ 30,612

$548.69 Est. Mo."
"2023 TOYOTA RAV4 XLE PREMIUM - 2T3A1RFV7PC337667" "Asking price $39,995 near Manchester, CT 06042 miles driven 9,714 mi avg. miles 9,714 mi/yr condition Certified Pre-Owned body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Gray stock # 337667 vin # 2T3A1RFV7PC337667 History Vehicle Report avg mileage 28 mpg fuel type Gasoline features Full Options List" "$ 39,995

$716.87 Est. Mo."
"2023 NISSAN ROGUE PLATINUM - JN8BT3DC1PW103803" "Asking price $32,250 price drop $41,055 $8,805 near Redlands, CA 92374 miles driven 8,413 mi avg. miles 8,413 mi/yr condition Used body style SUV engine 3 Cyl transmission Automatic drivetrain FWD exterior color Gray interior color Black stock # 103803 vin # JN8BT3DC1PW103803 History Vehicle Report avg mileage 33 mpg fuel type Gasoline features Full Options List" "$ 41,055
$ 32,250

$578.05 Est. Mo."
"2018 HYUNDAI TUCSON VALUE EDITION - KM8J3CA29JU683349" "Asking price $21,990 near Goldsboro, NC 27534 miles driven 57,596 mi avg. miles 9,599 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Silver interior color Gray stock # 683349 vin # KM8J3CA29JU683349 History Vehicle Report avg mileage 25 mpg fuel type Gasoline features Full Options List" "$ 21,990

$394.15 Est. Mo."
"2021 VOLKSWAGEN ATLAS SE W/TECHNOLOGY R-LINE - 1V2NR2CA9MC583084" "Asking price $35,980 near Post Falls, ID 83854 miles driven 39,086 mi avg. miles 13,028 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain AWD exterior color Gray interior color Gray stock # 583084 vin # 1V2NR2CA9MC583084 History Vehicle Report avg mileage 18 mpg fuel type Gasoline features Full Options List" "$ 35,980

$644.91 Est. Mo."
"2020 CHEVROLET EQUINOX LT LT1 - 2GNAXKEVXL6226386" "Asking price $21,300 near Sturgeon Bay, WI 54235 miles driven 74,266 mi avg. miles 18,566 mi/yr condition Certified Pre-Owned body style SUV engine 4 Cyl transmission Automatic drivetrain FWD exterior color Silver interior color Black stock # 226386 vin # 2GNAXKEVXL6226386 History Vehicle Report avg mileage 28 mpg fuel type Gasoline features Full Options List" "$ 21,300

$381.78 Est. Mo."
"2023 KIA FORTE LXS - 3KPF24AD3PE590435" "Asking price $19,688 price drop $19,988 $300 near Laurel, MD 20724 miles driven 5,025 mi avg. miles 5,025 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color White interior color Black stock # 590435 vin # 3KPF24AD3PE590435 History Vehicle Report avg mileage 32 mpg fuel type Gasoline features Full Options List" "$ 19,988
$ 19,688

$352.89 Est. Mo."
"2006 TOYOTA TACOMA BASE - 5TELU42N96Z317009" "Asking price $18,990 near Logan, UT 84321 miles driven 229,400 mi avg. miles 12,744 mi/yr condition Used body style Pickup engine 6 Cyl transmission Automatic drivetrain 4WD exterior color White interior color Gray stock # 317009 vin # 5TELU42N96Z317009 History Vehicle Report avg mileage 17 mpg fuel type Gasoline features Full Options List" "$ 20,889
$ 18,990

$340.38 Est. Mo."
"2017 HYUNDAI SONATA - 5NPE24AF9HH514860" "Asking price $7,599 near West Sacramento, CA 95691 miles driven 105,920 mi avg. miles 15,131 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD stock # 514860 vin # 5NPE24AF9HH514860 History Vehicle Report avg mileage 29 mpg fuel type Gasoline features Full Options List" "$ 7,599

$136.20 Est. Mo."
"2019 NISSAN ROGUE SV - KNMAT2MT3KP533904" "Asking price $20,058 near Alexandria, LA 71303 miles driven 61,959 mi avg. miles 12,391 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain FWD exterior color Silver interior color Black stock # 533904 vin # KNMAT2MT3KP533904 History Vehicle Report avg mileage 29 mpg fuel type Gasoline features Full Options List" "$ 20,058

$359.52 Est. Mo."
"2020 ACURA TLX BASE - 19UUB2F30LA005384" "Asking price $24,000 near Blackwood, NJ 08012 miles driven 41,964 mi avg. miles 10,491 mi/yr condition Certified Pre-Owned body style Sedan engine 6 Cyl transmission Automatic drivetrain FWD exterior color Gray interior color Black stock # 005384 vin # 19UUB2F30LA005384 History Vehicle Report avg mileage 24 mpg fuel type Gasoline features Full Options List" "$ 26,400
$ 24,000

$430.18 Est. Mo."
"2018 CADILLAC ESCALADE ESV PLATINUM - 1GYS4KKJ4JR220103" "Asking price $37,995 near Manistee, MI 49660 miles driven 118,948 mi avg. miles 19,824 mi/yr condition Used body style SUV engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Blue interior color Blue stock # 220103 vin # 1GYS4KKJ4JR220103 History Vehicle Report avg mileage 17 mpg fuel type Flexible-Fuel features Full Options List" "$ 37,995

$681.02 Est. Mo."
"2021 VOLVO XC40 T5 MOMENTUM - YV4162UK2M2407514" "Asking price $31,802 near Brooklyn, NY 11232 miles driven 16,565 mi avg. miles 5,521 mi/yr condition Certified Pre-Owned body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color White stock # 407514 vin # YV4162UK2M2407514 History Vehicle Report avg mileage 25 mpg fuel type Gasoline features Full Options List" "$ 34,982
$ 31,802

$570.02 Est. Mo."
"2018 NISSAN ALTIMA S - 1N4AL3APXJC278144" "Asking price $16,697 price drop $21,121 $4,424 near Blue Ridge, GA 30513 miles driven 58,301 mi avg. miles 9,716 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color White interior color Black stock # 278144 vin # 1N4AL3APXJC278144 History Vehicle Report avg mileage 31 mpg fuel type Gasoline features Full Options List" "$ 21,121
$ 16,697

$299.28 Est. Mo."
"2017 VOLKSWAGEN GOLF R - WVWVF7AU3HW186866" "Asking price $27,500 near Southborough, MA 01772 miles driven 52,684 mi avg. miles 7,526 mi/yr condition Used body style Hatchback engine 4 Cyl transmission Automatic drivetrain AWD exterior color White interior color Black stock # 186866 vin # WVWVF7AU3HW186866 History Vehicle Report avg mileage 25 mpg fuel type Gasoline features Full Options List" "$ 27,500

$492.91 Est. Mo."
"2019 RAM 1500 LARAMIE - 1C6SRFJT5KN731594" "Asking price $29,000 near Rockford, MI 49341 miles driven 101,577 mi avg. miles 20,315 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Gray interior color Black stock # 731594 vin # 1C6SRFJT5KN731594 History Vehicle Report avg mileage 17 mpg fuel type Gasoline features Full Options List" "$ 31,900
$ 29,000

$519.80 Est. Mo."
"2020 FORD MUSTANG GT PREMIUM - 1FA6P8CF6L5180201" "Asking price $41,545 near Franklin, KY 42134 miles driven 2,630 mi avg. miles 657 mi/yr condition Used body style Coupe engine 8 Cyl transmission Manual drivetrain RWD exterior color Red interior color Tan stock # 180201 vin # 1FA6P8CF6L5180201 History Vehicle Report avg mileage 18 mpg fuel type Gasoline features Full Options List" "$ 41,545

$744.65 Est. Mo."
"2021 CHEVROLET TRAVERSE LT LT1 - 1GNERGKW9MJ240869" "Asking price $28,983 near Lemon Grove, CA 91945 miles driven 41,954 mi avg. miles 13,984 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain FWD exterior color White interior color Black stock # 240869 vin # 1GNERGKW9MJ240869 History Vehicle Report avg mileage 21 mpg fuel type Gasoline features Full Options List" "$ 28,983

$519.49 Est. Mo."
"2021 CHEVROLET EQUINOX LT 2FL - 3GNAXTEV8MS149090" "Asking price $24,488 price drop $27,793 $3,305 near Wichita, KS 67207 miles driven 29,395 mi avg. miles 9,798 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color White interior color Black stock # 149090 vin # 3GNAXTEV8MS149090 History Vehicle Report avg mileage 27 mpg fuel type Gasoline features Full Options List" "$ 27,793
$ 24,488

$438.92 Est. Mo."
"2018 SUBARU FORESTER 2.5I LIMITED - JF2SJARC2JH428259" "Asking price $24,510 price drop $29,700 $5,190 near Franklin, TN 37067 miles driven 51,869 mi avg. miles 8,644 mi/yr condition Certified Pre-Owned body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Red interior color Gray stock # 428259 vin # JF2SJARC2JH428259 History Vehicle Report avg mileage 28 mpg fuel type Gasoline features Full Options List" "$ 29,700
$ 24,510

$439.32 Est. Mo."
"2016 FORD ESCAPE TITANIUM - 1FMCU9J95GUA97911" "Asking price $17,950 near Hazelwood, MO 63042 miles driven 45,824 mi avg. miles 5,728 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain 4WD exterior color Silver interior color Black stock # A97911 vin # 1FMCU9J95GUA97911 History Vehicle Report avg mileage 23 mpg fuel type Gasoline features Full Options List" "$ 17,950

$321.74 Est. Mo."
"2023 HYUNDAI SANTA FE SEL - 5NMS2DAJ6PH486678" "Asking price $31,995 price drop $35,480 $3,485 near Marshfield, WI 54449 miles driven 2,028 mi avg. miles 2,028 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Blue interior color Gray stock # 486678 vin # 5NMS2DAJ6PH486678 History Vehicle Report avg mileage 24 mpg fuel type Gasoline features Full Options List" "$ 35,480
$ 31,995

$573.48 Est. Mo."
"2023 FORD F-250 LARIAT - 1FT8W2BT2PED38677" "Asking price $83,729 near Pittsfield, MA 01201 miles driven 5,903 mi avg. miles 5,903 mi/yr condition Certified Pre-Owned body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Gray interior color Black stock # D38677 vin # 1FT8W2BT2PED38677 History Vehicle Report fuel type Diesel features Full Options List" "$ 83,729

$1500.76 Est. Mo."
"2016 TOYOTA 4RUNNER SR5 - JTEZU5JR8G5136570" "Asking price $21,995 price drop $22,450 $455 near Marietta, GA 30062 miles driven 153,487 mi avg. miles 19,185 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain RWD exterior color White stock # 136570 vin # JTEZU5JR8G5136570 History Vehicle Report avg mileage 19 mpg fuel type Gasoline features Full Options List" "$ 22,450
$ 21,995

$394.24 Est. Mo."
"2021 JEEP WRANGLER UNLIMITED SAHARA ALTITUDE - 1C4HJXEG1MW724992" "Asking price $40,490 price drop $43,490 $3,000 near Streamwood, IL 60107 miles driven 30,990 mi avg. miles 10,330 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain 4WD exterior color White interior color Black stock # 724992 vin # 1C4HJXEG1MW724992 History Vehicle Report fuel type Gasoline features Full Options List" "$ 43,490
$ 40,490

$725.74 Est. Mo."
"2014 FORD MUSTANG PREMIUM - 1ZVBP8EM7E5243262" "Asking price $10,850 near Fitzgerald, GA 31750 miles driven 102,593 mi avg. miles 10,259 mi/yr condition Used body style Convertible engine 6 Cyl transmission Automatic drivetrain RWD exterior color Black stock # 243262 vin # 1ZVBP8EM7E5243262 History Vehicle Report avg mileage 23 mpg fuel type Gasoline features Full Options List" "$ 10,850

$194.48 Est. Mo."
"2023 VOLVO XC90 B6 PLUS - YV40621N8P1976713" "Asking price $57,994 price drop $58,794 $800 near Alexandria, VA 22302 miles driven 8,244 mi avg. miles 8,244 mi/yr condition Certified Pre-Owned body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Blue interior color Black stock # 976713 vin # YV40621N8P1976713 History Vehicle Report avg mileage 22 mpg fuel type Gasoline features Full Options List" "$ 58,794
$ 57,994

$1039.48 Est. Mo."
"2021 SUBARU OUTBACK PREMIUM - 4S4BTAFC3M3160901" "Asking price $23,993 price drop $28,993 $5,000 near Clearwater, FL 33761 miles driven 54,582 mi avg. miles 18,194 mi/yr condition Used body style Wagon engine 4 Cyl transmission Automatic drivetrain AWD exterior color Black interior color Gray stock # 160901 vin # 4S4BTAFC3M3160901 History Vehicle Report avg mileage 29 mpg fuel type Gasoline features Full Options List" "$ 28,993
$ 23,993

$430.05 Est. Mo."
"2014 HONDA CR-V EX - 2HKRM4H55EH703414" "Asking price $12,900 near Plainfield, NJ 07062 miles driven 131,331 mi avg. miles 13,133 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Gray interior color Gray stock # 703414 vin # 2HKRM4H55EH703414 History Vehicle Report avg mileage 25 mpg fuel type Gasoline features Full Options List" "$ 12,900

$231.22 Est. Mo."
"2022 JEEP WRANGLER UNLIMITED SAHARA 4XE - 1C4JJXP60NW199155" "Asking price $47,989 price drop $51,400 $3,411 near Independence, MO 64055 miles driven 6,193 mi avg. miles 3,096 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain 4WD exterior color Gray interior color Black stock # 199155 vin # 1C4JJXP60NW199155 History Vehicle Report avg mileage 20 mpg fuel type Hybrid features Full Options List" "$ 51,400
$ 47,989

$860.15 Est. Mo."
"2021 HONDA CR-V EX - 2HKRW2H57MH654181" "Asking price $27,488 near Pompton Plains, NJ 07444 miles driven 24,650 mi avg. miles 8,216 mi/yr condition Certified Pre-Owned body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Black interior color Black stock # 654181 vin # 2HKRW2H57MH654181 History Vehicle Report avg mileage 29 mpg fuel type Gasoline features Full Options List" "$ 27,488

$492.69 Est. Mo."
"2017 HYUNDAI SANTA FE SPORT 2.0T ULTIMATE - 5XYZW4LA2HG431916" "Asking price $16,999 price drop $17,655 $656 near Gastonia, NC 28054 miles driven 85,356 mi avg. miles 12,193 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain FWD exterior color Gray interior color Gray stock # 431916 vin # 5XYZW4LA2HG431916 History Vehicle Report avg mileage 23 mpg fuel type Gasoline features Full Options List" "$ 17,655
$ 16,999

$304.69 Est. Mo."
"2022 CHEVROLET MALIBU LT - 1G1ZD5ST7NF112887" "Asking price $20,925 near Roswell, NM 88201 miles driven 39,932 mi avg. miles 19,966 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Silver interior color Black stock # 112887 vin # 1G1ZD5ST7NF112887 History Vehicle Report avg mileage 32 mpg fuel type Gasoline features Full Options List" "$ 20,925

$375.06 Est. Mo."
"2013 VOLKSWAGEN TOUAREG - WVGEF9BP7DD013812" "Asking price $11,990 near Frisco, TX 75033 miles driven 112,877 mi avg. miles 10,261 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain AWD exterior color Black stock # 013812 vin # WVGEF9BP7DD013812 History Vehicle Report avg mileage 19 mpg fuel type Gasoline features Full Options List" "$ 13,189
$ 11,990

$214.91 Est. Mo."
"2021 CHEVROLET SILVERADO 1500 RST - 3GCUYEEL9MG268878" "Asking price $49,995 near Hemet, CA 92545 miles driven 23,968 mi avg. miles 7,989 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color White interior color Black stock # 268878 vin # 3GCUYEEL9MG268878 History Vehicle Report fuel type Gasoline features Full Options List" "$ 49,995

$896.11 Est. Mo."
"2022 FORD EDGE TITANIUM - 2FMPK4K94NBA26663" "Asking price $27,995 near Woodstock, VA 22664 miles driven 39,322 mi avg. miles 19,661 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Red interior color White stock # A26663 vin # 2FMPK4K94NBA26663 History Vehicle Report fuel type Gasoline features Full Options List" "$ 30,794
$ 27,995

$501.78 Est. Mo."
"2021 TOYOTA CAMRY SE - 4T1G11AK3MU558789" "Asking price $21,301 price drop $23,595 $2,294 near Bridgeview, IL 60455 miles driven 90,224 mi avg. miles 30,074 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Silver interior color Black stock # 558789 vin # 4T1G11AK3MU558789 History Vehicle Report avg mileage 32 mpg fuel type Gasoline features Full Options List" "$ 23,595
$ 21,301

$381.80 Est. Mo."
"2022 CHEVROLET MALIBU LT - 1G1ZD5ST6NF156881" "Asking price $22,390 price drop $22,459 $69 near Springfield, IL 62711 miles driven 39,048 mi avg. miles 19,524 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Silver interior color Black stock # 156881 vin # 1G1ZD5ST6NF156881 History Vehicle Report avg mileage 32 mpg fuel type Gasoline features Full Options List" "$ 22,459
$ 22,390

$401.32 Est. Mo."
"2014 MERCEDES-BENZ E-CLASS E 350 - WDDHF5KB2EA826773" "Asking price $15,495 near Duluth, GA 30096 miles driven 116,344 mi avg. miles 11,634 mi/yr condition Used body style Sedan engine 6 Cyl transmission Automatic drivetrain RWD exterior color Silver stock # 826773 vin # WDDHF5KB2EA826773 History Vehicle Report avg mileage 24 mpg fuel type Gasoline features Full Options List" "$ 15,495

$277.73 Est. Mo."
"2011 BUICK LACROSSE CXL - 1G4GC5ED9BF251223" "Asking price $11,995 near Ridgeland, MS 39157 miles driven 103,597 mi avg. miles 7,969 mi/yr condition Used body style Sedan engine 6 Cyl transmission Automatic drivetrain FWD exterior color Red interior color Brown stock # 251223 vin # 1G4GC5ED9BF251223 History Vehicle Report avg mileage 20 mpg fuel type Gasoline features Full Options List" "$ 11,995

$215.00 Est. Mo."
"2020 CHEVROLET EQUINOX LS 1LS - 3GNAXHEV0LS653967" "Asking price $21,500 near Avon, IN 46123 miles driven 36,907 mi avg. miles 9,226 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain FWD exterior color Gray interior color Gray stock # 653967 vin # 3GNAXHEV0LS653967 History Vehicle Report avg mileage 28 mpg fuel type Gasoline features Full Options List" "$ 21,500

$385.37 Est. Mo."
"2022 HONDA RIDGELINE RTL-E - 5FPYK3F70NB006819" "Asking price $34,000 price drop $37,000 $3,000 near Pekin, IL 61554 miles driven 58,549 mi avg. miles 29,274 mi/yr condition Used body style Pickup engine 6 Cyl transmission Automatic drivetrain AWD exterior color Black interior color Black stock # 006819 vin # 5FPYK3F70NB006819 History Vehicle Report avg mileage 21 mpg fuel type Gasoline features Full Options List" "$ 37,000
$ 34,000

$609.42 Est. Mo."
"2019 FORD F-150 LARIAT - 1FTFW1E40KKE62530" "Asking price $34,444 near Fulton, MO 65251 miles driven 79,841 mi avg. miles 15,968 mi/yr condition Used body style Pickup engine 6 Cyl transmission Automatic drivetrain 4WD exterior color White interior color Black stock # E62530 vin # 1FTFW1E40KKE62530 History Vehicle Report fuel type Gasoline features Full Options List" "$ 34,444

$617.37 Est. Mo."
"2018 FORD EDGE TITANIUM - 2FMPK4K9XJBB47496" "Asking price $18,995 near Malden, MA 02148 miles driven 76,332 mi avg. miles 12,722 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Silver interior color Black stock # B47496 vin # 2FMPK4K9XJBB47496 History Vehicle Report avg mileage 23 mpg fuel type Gasoline features Full Options List" "$ 18,995

$340.47 Est. Mo."
"2021 CHEVROLET BLAZER RS - 3GNKBERS6MS503669" "Asking price $30,200 near Phoenix, AZ 85014 miles driven 40,495 mi avg. miles 13,498 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain FWD exterior color White interior color Black stock # 503669 vin # 3GNKBERS6MS503669 History Vehicle Report avg mileage 22 mpg fuel type Gasoline features Full Options List" "$ 30,200

$541.30 Est. Mo."
"2022 NISSAN ROGUE S - 5N1BT3AB6NC717845" "Asking price $29,790 near Clinton, NC 28328 miles driven 16,527 mi avg. miles 8,263 mi/yr condition Certified Pre-Owned body style SUV engine 3 Cyl transmission Automatic drivetrain AWD exterior color Red interior color Black stock # 717845 vin # 5N1BT3AB6NC717845 History Vehicle Report avg mileage 31 mpg fuel type Gasoline features Full Options List" "$ 29,790

$533.96 Est. Mo."
"2019 TOYOTA CAMRY HYBRID XLE - 4T1B21HK9KU519179" "Asking price $30,000 near Avon, IN 46123 miles driven 40,900 mi avg. miles 8,180 mi/yr condition Certified Pre-Owned body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Silver interior color Gray stock # 519179 vin # 4T1B21HK9KU519179 History Vehicle Report avg mileage 46 mpg fuel type Hybrid features Full Options List" "$ 30,000

$537.72 Est. Mo."
"2023 MAZDA CX-5 S PREFERRED - JM3KFBCM6P0230371" "Asking price $28,000 price drop $29,500 $1,500 near Plainfield, IL 60586 miles driven 4,733 mi avg. miles 4,733 mi/yr condition Used body style SUV engine 4 Cyl transmission Automatic drivetrain AWD exterior color Red interior color Black stock # 230371 vin # JM3KFBCM6P0230371 History Vehicle Report avg mileage 26 mpg fuel type Gasoline features Full Options List" "$ 29,500
$ 28,000

$501.87 Est. Mo."
"2018 JEEP GRAND CHEROKEE OVERLAND - 1C4RJFCGXJC189904" "Asking price $25,976 near Middlebury, CT 06762 miles driven 60,014 mi avg. miles 10,002 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain 4WD exterior color White interior color Black stock # 189904 vin # 1C4RJFCGXJC189904 History Vehicle Report avg mileage 21 mpg fuel type Gasoline features Full Options List" "$ 25,976

$465.59 Est. Mo."
"2013 NISSAN LEAF S - 1N4AZ0CPXDC400161" "Asking price $8,490 price drop $8,999 $509 near Tacoma, WA 98409 miles driven 59,921 mi avg. miles 5,447 mi/yr condition Used body style Hatchback engine Electric transmission Automatic drivetrain FWD exterior color Red interior color Black stock # 400161 vin # 1N4AZ0CPXDC400161 History Vehicle Report avg mileage 115 mpg fuel type Electric features Full Options List" "$ 8,999
$ 8,490

$152.17 Est. Mo."
"2008 SATURN VUE XR - 3GSCL53778S678960" "Asking price $5,888 near Largo, FL 33773 miles driven 73,758 mi avg. miles 4,609 mi/yr condition Used body style SUV engine 6 Cyl transmission Automatic drivetrain FWD exterior color Gold stock # 678960 vin # 3GSCL53778S678960 History Vehicle Report fuel type Gasoline features Full Options List" "$ 5,888

$105.54 Est. Mo."
"2020 RAM 1500 LIMITED - 1C6SRFHT1LN177767" "Asking price $45,991 near Morrow, GA 30260 miles driven 59,543 mi avg. miles 14,885 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Black interior color Black stock # 177767 vin # 1C6SRFHT1LN177767 History Vehicle Report avg mileage 17 mpg fuel type Gasoline features Full Options List" "$ 45,991

$824.34 Est. Mo."
"2021 NISSAN ALTIMA S - 1N4BL4BV3MN399730" "Asking price $19,879 near Russellville, AR 72801 miles driven 62,887 mi avg. miles 20,962 mi/yr condition Used body style Sedan engine 4 Cyl transmission Automatic drivetrain FWD exterior color Gray interior color Black stock # 399730 vin # 1N4BL4BV3MN399730 History Vehicle Report avg mileage 32 mpg fuel type Gasoline features Full Options List" "$ 19,879

$356.31 Est. Mo."
"2020 RAM 1500 LARAMIE LONGHORN - 1C6SRFKT4LN164388" "Asking price $47,845 near Franklin, KY 42134 miles driven 31,471 mi avg. miles 7,867 mi/yr condition Used body style Pickup engine 8 Cyl transmission Automatic drivetrain 4WD exterior color Black interior color Brown stock # 164388 vin # 1C6SRFKT4LN164388 History Vehicle Report avg mileage 17 mpg fuel type Gasoline features Full Options List" "$ 47,845

$857.57 Est. Mo."
