Car Details
"CaracterísticasCHEVROLET ONIX HATCH 1.0 12V FLEX 5P MECCategoriaCarros, vans e utilitáriosModeloCHEVROLET ONIX HATCH 1.0 12V FLEX 5P MECMarcaCHEVROLETTipo de veículoHatchAno2020Quilometragem86321Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasLAND ROVER EVOQUE SE 2.0 240CV AUT.CategoriaCarros, vans e utilitáriosModeloLAND ROVER EVOQUE SE 2.0 240CV AUT.MarcaLAND ROVERTipo de veículoSUVAno2017Quilometragem58219Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoBlindadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasVOLKSWAGEN JETTA HIGHLINE 2.0 TSI 16V 4P TIPTRONICCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN JETTA HIGHLINE 2.0 TSI 16V 4P TIPTRONICMarcaVOLKSWAGENTipo de veículoSedãAno2013Quilometragem96331Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa5Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoBlindadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasFIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CSCategoriaCarros, vans e utilitáriosModeloFIAT STRADA WORKING 1.4 MPI FIRE FLEX 8V CSMarcaFIATTipo de veículoPick-upAno2020Quilometragem70000Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas2 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico"
"CaracterísticasFORD KA 1.0 SE 12V FLEX 4P MANUALCategoriaCarros, vans e utilitáriosModeloFORD KA 1.0 SE 12V FLEX 4P MANUALMarcaFORDTipo de veículoHatchAno2015Quilometragem86000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa9Tipo de direçãoElétrica"
"CaracterísticasHYUNDAI TUCSON GL 1.6 TURBO 16V AUT.CategoriaCarros, vans e utilitáriosModeloHYUNDAI TUCSON GL 1.6 TURBO 16V AUT.MarcaHYUNDAITipo de veículoSUVAno2017Quilometragem147000CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAir bagAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasHONDA HR-V EX 1.8 FLEXONE 16V 5P AUT.CategoriaCarros, vans e utilitáriosModeloHONDA HR-V EX 1.8 FLEXONE 16V 5P AUT.MarcaHONDATipo de veículoSUVAno2019Quilometragem71615Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasTipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET HATCH LT 1.0 12V FLEX 5P MECCategoriaCarros, vans e utilitáriosModeloCHEVROLET HATCH LT 1.0 12V FLEX 5P MECMarcaCHEVROLETAno2023Quilometragem100CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa7"
"CaracterísticasHONDA CITY SEDAN DX 1.5 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloHONDA CITY SEDAN DX 1.5 FLEX 16V AUT.MarcaHONDAAno2018Quilometragem17000Potência do motor1.5CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa6Tipo de direçãoElétricaVer OpcionaisOpcionaisAir bagAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasJEEP COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP COMPASS LIMITED 2.0 4X2 FLEX 16V AUT.MarcaJEEPTipo de veículoSUVAno2017Quilometragem105000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasAUDI A4 AMBIENTE 2.0 TFSI 190CV S TRONICCategoriaCarros, vans e utilitáriosModeloAUDI A4 AMBIENTE 2.0 TFSI 190CV S TRONICMarcaAUDIAno2018Quilometragem49766CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico"
"CaracterísticasFIAT ARGO DRIVE 1.0 6V FLEXCategoriaCarros, vans e utilitáriosModeloFIAT ARGO DRIVE 1.0 6V FLEXMarcaFIATAno2018Quilometragem65000Possui Kit GNVNão"
"CaracterísticasHYUNDAI IX35CategoriaCarros, vans e utilitáriosModeloHYUNDAI IX35MarcaHYUNDAIAno2022Quilometragem32376Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa1Ver OpcionaisOpcionaisAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasVOLKSWAGEN FOX 1.6 MSI HIGHLINE 16V FLEX 4P MANUAL.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN FOX 1.6 MSI HIGHLINE 16V FLEX 4P MANUAL.MarcaVOLKSWAGENTipo de veículoHatchAno2016Quilometragem109007Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasPEUGEOT 208 LIKE ESSENCIAL 1.6 FLEX 16V 5P MEC.CategoriaCarros, vans e utilitáriosModeloPEUGEOT 208 LIKE ESSENCIAL 1.6 FLEX 16V 5P MEC.MarcaPEUGEOTTipo de veículoHatchAno2022Quilometragem48147Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAir bagAr condicionadoVidro elétrico"
"CaracterísticasVOLVO TWIN ULTIMATE (ELÉTRICO)CategoriaCarros, vans e utilitáriosModeloVOLVO TWIN ULTIMATE (ELÉTRICO)MarcaVOLVOAno2023Quilometragem6818Potência do motor1.0CombustívelElétricoPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa2Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagCâmera de réSensor de ré"
"CaracterísticasVOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN CROSSFOX 1.6 MI TOTAL FLEX 8V 5PMarcaVOLKSWAGENTipo de veículoHatchAno2011Quilometragem162191Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoCâmera de réSomTrava elétricaVidro elétrico"
"CaracterísticasVOLKSWAGEN FUSCACategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN FUSCAMarcaVOLKSWAGENTipo de veículoHatchAno1973Quilometragem0Potência do motor1.3CombustívelGasolinaPossui Kit GNVNãoCâmbioManualCorOutraPortas2 portasFinal de placa7Tipo de direçãoMecânica"
"CaracterísticasFIAT TORO FREEDOM 2.0 16V 4X4 DIESEL AUT.CategoriaCarros, vans e utilitáriosModeloFIAT TORO FREEDOM 2.0 16V 4X4 DIESEL AUT.MarcaFIATAno2019Quilometragem123730Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa1Ver OpcionaisOpcionaisAlarmeAr condicionadoSensor de réTrava elétricaVidro elétrico"
"CaracterísticasCITROEN C4 CACTUS FEEL 1.6 16V FLEX AUT.CategoriaCarros, vans e utilitáriosModeloCITROEN C4 CACTUS FEEL 1.6 16V FLEX AUT.MarcaCITROENTipo de veículoSUVAno2023Quilometragem42354Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa5Tipo de direçãoMecânicaVer OpcionaisOpcionaisAlarmeAr condicionado"
"CaracterísticasTOYOTA HILUX CD SRV D4-D 4X4 3.0 TDI DIESEL AUTCategoriaCarros, vans e utilitáriosModeloTOYOTA HILUX CD SRV D4-D 4X4 3.0 TDI DIESEL AUTMarcaTOYOTATipo de veículoPick-upAno2013Quilometragem278000Potência do motor3.0 - 3.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasRENAULT SANDERO EXPRESSION FLEX 1.6 16V 5PCategoriaCarros, vans e utilitáriosModeloRENAULT SANDERO EXPRESSION FLEX 1.6 16V 5PMarcaRENAULTTipo de veículoHatchAno2019Quilometragem58000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasHONDA SPORT CVTCategoriaCarros, vans e utilitáriosModeloHONDA SPORT CVTMarcaHONDATipo de veículoSedãAno2021Quilometragem30214Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasVOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 4P AUT.CategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN VIRTUS 1.6 MSI FLEX 16V 4P AUT.MarcaVOLKSWAGENTipo de veículoSedãAno2019Quilometragem74553Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorVermelhoPortas4 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasBMW X4CategoriaCarros, vans e utilitáriosModeloBMW X4MarcaBMWAno2020Quilometragem64800Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa2"
"CaracterísticasNISSAN KICKS S 1.6 16V FLEXSTAR 5P MEC.CategoriaCarros, vans e utilitáriosModeloNISSAN KICKS S 1.6 16V FLEXSTAR 5P MEC.MarcaNISSANTipo de veículoSUVAno2020Quilometragem65000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa4Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasCITROEN C3 ORIGINE 1.5 FLEX 8V 5P MEC.CategoriaCarros, vans e utilitáriosModeloCITROEN C3 ORIGINE 1.5 FLEX 8V 5P MEC.MarcaCITROENAno2013Quilometragem112500Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa1Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET CARAVAN L/SL/S/SS 2.5/4.1/4.2CategoriaCarros, vans e utilitáriosModeloCHEVROLET CARAVAN L/SL/S/SS 2.5/4.1/4.2MarcaCHEVROLETTipo de veículoSedãAno2015Quilometragem45000CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasJEEP RENEGADE LONGITUDE 2.0 4X4 TB DIESEL AUTCategoriaCarros, vans e utilitáriosModeloJEEP RENEGADE LONGITUDE 2.0 4X4 TB DIESEL AUTMarcaJEEPTipo de veículoSUVAno2018Quilometragem78000Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasDODGE JOURNEY RT  3.6 V6 AUT.CategoriaCarros, vans e utilitáriosModeloDODGE JOURNEY RT  3.6 V6 AUT.MarcaDODGETipo de veículoSUVAno2015Quilometragem102000Potência do motor3.0 - 3.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa3Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasFORD KA 1.0 SE/SE PLUS TIVCT FLEX 5PCategoriaCarros, vans e utilitáriosModeloFORD KA 1.0 SE/SE PLUS TIVCT FLEX 5PMarcaFORDTipo de veículoHatchAno2021Quilometragem74232Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAir bagAr condicionadoSomTrava elétricaVidro elétrico"
"CaracterísticasNISSAN FRONTIERCategoriaCarros, vans e utilitáriosModeloNISSAN FRONTIERMarcaNISSANAno2022Quilometragem22100Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa2Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasVOLKSWAGEN NIVUS HIGHLINE 1.0 200 TSI FLEX AUTCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN NIVUS HIGHLINE 1.0 200 TSI FLEX AUTMarcaVOLKSWAGENTipo de veículoSUVAno2022Quilometragem29000Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorCinzaPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasHYUNDAI TUCSON GLS 1.6 TURBO 16V AUT.CategoriaCarros, vans e utilitáriosModeloHYUNDAI TUCSON GLS 1.6 TURBO 16V AUT.MarcaHYUNDAITipo de veículoSUVAno2022Quilometragem46784Potência do motor1.6CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa1Tipo de direçãoMecânicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétrica"
"CaracterísticasCHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUTCategoriaCarros, vans e utilitáriosModeloCHEVROLET S10 PICK-UP LTZ 2.8 TDI 4X4 CD DIES.AUTMarcaCHEVROLETTipo de veículoPick-upAno2015Quilometragem12345Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa0Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET CORSA HAT. SS 1.8 MPFI 8V FLEXPOWER 5PCategoriaCarros, vans e utilitáriosModeloCHEVROLET CORSA HAT. SS 1.8 MPFI 8V FLEXPOWER 5PMarcaCHEVROLETTipo de veículoHatchAno2006Quilometragem150000Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioManualCorVermelhoPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasFIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4PCategoriaCarros, vans e utilitáriosModeloFIAT SIENA EL 1.4 MPI FIRE FLEX 8V 4PMarcaFIATTipo de veículoSedãAno2013Quilometragem168000Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa3Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomTrava elétricaVidro elétrico"
"CaracterísticasFIAT FIORINO ENDURANCE EVO 1.4 FLEX 8V 2PCategoriaCarros, vans e utilitáriosModeloFIAT FIORINO ENDURANCE EVO 1.4 FLEX 8V 2PMarcaFIATTipo de veículoPasseioAno2021Quilometragem60426CombustívelFlexPossui Kit GNVNãoCâmbioManualPortas2 portasFinal de placa7Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasVOLKSWAGEN SPACEFOX 1.6 TRENDLINE TOTAL FLEX 8V 5PCategoriaCarros, vans e utilitáriosModeloVOLKSWAGEN SPACEFOX 1.6 TRENDLINE TOTAL FLEX 8V 5PMarcaVOLKSWAGENTipo de veículoSedãAno2018Quilometragem83000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasCITROEN C4 CACTUS FEEL 1.6 16V FLEX AUT.CategoriaCarros, vans e utilitáriosModeloCITROEN C4 CACTUS FEEL 1.6 16V FLEX AUT.MarcaCITROENTipo de veículoSUVAno2022Quilometragem52297Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa4Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico"
"CaracterísticasMERCEDES-BENZ CLA-250 SPORT 4MATIC 2.0 16V 211CV AUT.CategoriaCarros, vans e utilitáriosModeloMERCEDES-BENZ CLA-250 SPORT 4MATIC 2.0 16V 211CV AUT.MarcaMERCEDES-BENZTipo de veículoSUVAno2015Quilometragem79000Potência do motor2.0 - 2.9CombustívelGasolinaPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasTOYOTA RAV4 2.5 S 4X4 HYBRID AUT.CategoriaCarros, vans e utilitáriosModeloTOYOTA RAV4 2.5 S 4X4 HYBRID AUT.MarcaTOYOTATipo de veículoSUVAno2019Quilometragem50670Potência do motor2.0 - 2.9CâmbioAutomáticoCorPrataPortas4 portasFinal de placa4Possui Kit GNVNãoTipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoTrava elétricaVidro elétrico"
"CaracterísticasFIAT CRONOS PRECISION 1.8 16V FLEX MEC.CategoriaCarros, vans e utilitáriosModeloFIAT CRONOS PRECISION 1.8 16V FLEX MEC.MarcaFIATTipo de veículoSedãAno2019Quilometragem87000Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétricaVidro elétrico"
"CaracterísticasCHEVROLET ASTRA ADVANTAGE 2.0 MPFI FLEXPOWER 8V 3PCategoriaCarros, vans e utilitáriosModeloCHEVROLET ASTRA ADVANTAGE 2.0 MPFI FLEXPOWER 8V 3PMarcaCHEVROLETTipo de veículoHatchAno2009Quilometragem150000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPrataPortas4 portasTipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAr condicionadoSomVidro elétrico"
"CaracterísticasFORD ECOSPORT SE 1.5 12V FLEX 5P AUT.CategoriaCarros, vans e utilitáriosModeloFORD ECOSPORT SE 1.5 12V FLEX 5P AUT.MarcaFORDTipo de veículoSUVAno2020Quilometragem49000Potência do motor1.5CombustívelFlexPossui Kit GNVSimCâmbioAutomáticoCorPretoPortas4 portasFinal de placa9Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasHYUNDAI IX35 GLS 2.0 16V 2WD FLEX AUT.CategoriaCarros, vans e utilitáriosModeloHYUNDAI IX35 GLS 2.0 16V 2WD FLEX AUT.MarcaHYUNDAITipo de veículoSUVAno2016Quilometragem103000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVSimCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasFIAT STRADA ENDURANCE 1.4 FLEX 8V CS PLUSCategoriaCarros, vans e utilitáriosModeloFIAT STRADA ENDURANCE 1.4 FLEX 8V CS PLUSMarcaFIATTipo de veículoPick-upAno2022Quilometragem63000Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas2 portasFinal de placa8Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAir bagAr condicionadoSomTrava elétricaVidro elétrico"
"CaracterísticasHYUNDAI CRETA LIMITED 1.0 TB 12V FLEX AUTCategoriaCarros, vans e utilitáriosModeloHYUNDAI CRETA LIMITED 1.0 TB 12V FLEX AUTMarcaHYUNDAIAno2022Quilometragem26466Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa0Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSensor de réTrava elétricaVidro elétrico"
"CaracterísticasTOYOTA 2.0 XEI 16V FLEX 4P AUTOMATICOCategoriaCarros, vans e utilitáriosModeloTOYOTA 2.0 XEI 16V FLEX 4P AUTOMATICOMarcaTOYOTATipo de veículoSedãAno2023Quilometragem46880Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorBrancoPortas4 portasFinal de placa1Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasHYUNDAI HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4PCategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4PMarcaHYUNDAITipo de veículoSedãAno2018Quilometragem79000Potência do motor1.6CombustívelFlexPossui Kit GNVNãoCâmbioManualCorPretoPortas4 portasFinal de placa8Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasRENAULT DUSTER DYNAMIQUE 1.6 HI-FLEX 16V MEC.CategoriaCarros, vans e utilitáriosModeloRENAULT DUSTER DYNAMIQUE 1.6 HI-FLEX 16V MEC.MarcaRENAULTTipo de veículoSUVAno2015Quilometragem89000Potência do motor1.6CombustívelFlexPossui Kit GNVSimCâmbioManualCorPretoPortas4 portasTipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasRENAULT MASTER 2.3 DCI CHASSI 16V DIESELCategoriaCarros, vans e utilitáriosModeloRENAULT MASTER 2.3 DCI CHASSI 16V DIESELMarcaRENAULTTipo de veículoVan/UtilitárioAno2024Quilometragem10Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioManualCorPrataPortas2 portasFinal de placa0Ver OpcionaisOpcionaisAlarmeAir bag"
"CaracterísticasHYUNDAI HB20 SENSE 1.0 12V FLEX MEC.CategoriaCarros, vans e utilitáriosModeloHYUNDAI HB20 SENSE 1.0 12V FLEX MEC.MarcaHYUNDAITipo de veículoHatchAno2021Quilometragem55800Potência do motor1.0CombustívelFlexPossui Kit GNVNãoCâmbioManualCorBrancoPortas4 portasFinal de placa9Tipo de direçãoElétricaVer OpcionaisOpcionaisAir bagAr condicionadoSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasHYUNDAI HR 2.5 TCI DIESEL (RS/RD)CategoriaCarros, vans e utilitáriosModeloHYUNDAI HR 2.5 TCI DIESEL (RS/RD)MarcaHYUNDAITipo de veículoCaminhão LeveAno2011Quilometragem300Potência do motor2.0 - 2.9CombustívelDieselPossui Kit GNVNãoCâmbioManualCorBrancoPortas2 portasFinal de placa0Tipo de direçãoHidráulica"
"CaracterísticasFIAT STRADA ENDURANCE 1.4 FLEX 8V CS PLUSCategoriaCarros, vans e utilitáriosModeloFIAT STRADA ENDURANCE 1.4 FLEX 8V CS PLUSMarcaFIATTipo de veículoPick-upAno2022Quilometragem50297Potência do motor1.4CombustívelFlexPossui Kit GNVNãoCâmbioManualCorCinzaPortas4 portasFinal de placa6Tipo de direçãoHidráulicaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoSomTrava elétrica"
"CaracterísticasJEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.CategoriaCarros, vans e utilitáriosModeloJEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.MarcaJEEPTipo de veículoSUVAno2021Quilometragem23737Potência do motor1.8CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPrataPortas4 portasFinal de placa5Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasMERCEDES-BENZ GLC-250 4MATIC 2.0 TB 16V AUT.CategoriaCarros, vans e utilitáriosModeloMERCEDES-BENZ GLC-250 4MATIC 2.0 TB 16V AUT.MarcaMERCEDES-BENZTipo de veículoSUVAno2016Quilometragem71000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorPretoPortas4 portasFinal de placa3Ver OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
"CaracterísticasHONDA CR-V EXL 2.0 FLEXONE 16V 2WD AUT.CategoriaCarros, vans e utilitáriosModeloHONDA CR-V EXL 2.0 FLEXONE 16V 2WD AUT.MarcaHONDATipo de veículoSUVAno2014Quilometragem109000Potência do motor2.0 - 2.9CombustívelFlexPossui Kit GNVNãoCâmbioAutomáticoCorVermelhoPortas4 portasFinal de placa6Tipo de direçãoElétricaVer OpcionaisOpcionaisAlarmeAir bagAr condicionadoCâmera de réSensor de réSomTrava elétricaVidro elétrico"
