Modele,Marque,Date,Location,Prix,Carburant,Kilométrage,Année,Boîte de vitesse,Departements
Jeep,Mahindra, 21.01.2022, INDE,4 728 €,DIESEL,100 000 KM,2009,MANUELLE,-
Amaze,Honda, 21.01.2022, INDE,6 786 €,ESSENCE,17 000 KM,2014,MANUELLE,-
Punto,Fiat, 21.01.2022, INDE,4 172 €,DIESEL,63 200 KM,2010,MANUELLE,-
Micra,Nissan, 21.01.2022, INDE,4 895 €,ESSENCE,11 200 KM,2013,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,2 336 €,DIESEL,69 780 KM,2010,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,3 004 €,DIESEL,49 000 KM,2013,MANUELLE,-
Winger,Tata, 21.01.2022, INDE,3 616 €,DIESEL,75 000 KM,2010,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,2 893 €,DIESEL,64 000 KM,2012,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,2 770 €,DIESEL,77 853 KM,2011,MANUELLE,-
Terrano,Nissan, 21.01.2022, INDE,10 847 €,DIESEL,28 000 KM,2014,MANUELLE,-
Etios,Toyota, 21.01.2022, INDE,5 006 €,ESSENCE,21 500 KM,2013,MANUELLE,-
Bolero,Mahindra, 21.01.2022, INDE,5 451 €,DIESEL,95 000 KM,2010,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,3 059 €,DIESEL,42 000 KM,2009,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,3 894 €,DIESEL,39 000 KM,2011,MANUELLE,-
Laura,Skoda, 21.01.2022, INDE,6 453 €,DIESEL,101 000 KM,2009,AUTOMATIQUE,-
Micra,Nissan, 21.01.2022, INDE,3 171 €,ESSENCE,60 000 KM,2010,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,10 680 €,DIESEL,35 000 KM,2013,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,1 902 €,DIESEL,135 000 KM,2006,MANUELLE,-
X-trail,Nissan, 21.01.2022, INDE,7 343 €,DIESEL,67 672 KM,2009,-,-
Micra,Nissan, 21.01.2022, INDE,5 841 €,ESSENCE,43 553 KM,2012,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,3 338 €,DIESEL,32 000 KM,2011,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,2 459 €,DIESEL,44 000 KM,2008,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,4 005 €,DIESEL,360 000 KM,2010,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,2 114 €,DIESEL,63 000 KM,2008,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,2 448 €,DIESEL,70 917 KM,2011,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,1 446 €,DIESEL,57 030 KM,2007,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,5 006 €,DIESEL,57 000 KM,2010,MANUELLE,-
Nano,Tata, 21.01.2022, INDE,2 503 €,ESSENCE,6 000 KM,2015,MANUELLE,-
Santro,Hyundai, 21.01.2022, INDE,579 €,ESSENCE,55 000 KM,2002,MANUELLE,-
Linea,Fiat, 21.01.2022, INDE,4 450 €,ESSENCE,35 000 KM,2012,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,4 673 €,DIESEL,95 000 KM,2014,MANUELLE,-
Xuv500,Mahindra, 21.01.2022, INDE,9 067 €,DIESEL,75 000 KM,2014,MANUELLE,-
Serie 5,Bmw, 21.01.2022, INDE,16 688 €,ESSENCE,37 500 KM,2010,AUTOMATIQUE,-
Innova,Toyota, 21.01.2022, INDE,7 788 €,DIESEL,158 450 KM,2010,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,3 115 €,DIESEL,82 500 KM,2011,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,1 669 €,DIESEL,90 000 KM,2011,MANUELLE,-
Qualis,Toyota, 21.01.2022, INDE,2 781 €,DIESEL,120 000 KM,2004,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,5 006 €,DIESEL,100 125 KM,2013,MANUELLE,-
Nano,Tata, 21.01.2022, INDE,2 003 €,ESSENCE,12 357 KM,2014,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,4 784 €,DIESEL,77 000 KM,2009,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,2 781 €,DIESEL,102 030 KM,2009,MANUELLE,-
Xylo,Mahindra, 21.01.2022, INDE,5 340 €,DIESEL,57 000 KM,2010,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,8 733 €,DIESEL,106 000 KM,2010,MANUELLE,-
Figo,Ford, 21.01.2022, INDE,3 338 €,DIESEL,77 000 KM,2011,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,946 €,DIESEL,85 000 KM,2005,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,2 336 €,DIESEL,152 000 KM,2006,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,4 561 €,DIESEL,39 000 KM,2012,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,3 449 €,DIESEL,86 000 KM,2012,MANUELLE,-
Nano,Tata, 21.01.2022, INDE,868 €,ESSENCE,29 000 KM,2011,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,5 563 €,ESSENCE,68 000 KM,2011,-,-
Safari,Tata, 21.01.2022, INDE,6 397 €,DIESEL,65 000 KM,2011,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,7 398 €,DIESEL,199 380 KM,2006,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,6 108 €,DIESEL,56 000 KM,2012,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,4 728 €,DIESEL,78 000 KM,2011,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,2 281 €,DIESEL,110 000 KM,2007,MANUELLE,-
Laura,Skoda, 21.01.2022, INDE,6 397 €,DIESEL,65 694 KM,2009,MANUELLE,-
Laura,Skoda, 21.01.2022, INDE,6 619 €,DIESEL,79 714 KM,2007,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,3 393 €,DIESEL,68 197 KM,2013,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,4 172 €,DIESEL,78 000 KM,2010,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,2 781 €,DIESEL,107 200 KM,2010,MANUELLE,-
Bolero,Mahindra, 21.01.2022, INDE,6 119 €,DIESEL,36 000 KM,2014,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,4 172 €,DIESEL,100 000 KM,2010,MANUELLE,-
Serie 5,Bmw, 21.01.2022, INDE,42 275 €,DIESEL,49 000 KM,2012,AUTOMATIQUE,-
Xylo,Mahindra, 21.01.2022, INDE,7 899 €,DIESEL,80 000 KM,2012,MANUELLE,-
Laura,Skoda, 21.01.2022, INDE,6 063 €,DIESEL,90 000 KM,2007,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,6 397 €,DIESEL,90 000 KM,2011,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,9 456 €,DIESEL,98 000 KM,2011,MANUELLE,-
Micra,Nissan, 21.01.2022, INDE,3 671 €,DIESEL,60 000 KM,2012,MANUELLE,-
Micra,Nissan, 21.01.2022, INDE,4 339 €,DIESEL,84 000 KM,2012,MANUELLE,-
Micra,Nissan, 21.01.2022, INDE,3 616 €,DIESEL,47 029 KM,2010,MANUELLE,-
Qualis,Toyota, 21.01.2022, INDE,4 283 €,DIESEL,142 500 KM,2004,MANUELLE,-
Qualis,Toyota, 21.01.2022, INDE,2 225 €,DIESEL,100 000 KM,2002,MANUELLE,-
Xuv500,Mahindra, 21.01.2022, INDE,12 794 €,DIESEL,32 786 KM,2014,MANUELLE,-
Bolero,Mahindra, 21.01.2022, INDE,6 575 €,DIESEL,46 709 KM,2012,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,6 008 €,DIESEL,84 000 KM,2011,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,2 781 €,DIESEL,80 902 KM,2011,MANUELLE,-
Verito,Mahindra, 21.01.2022, INDE,4 839 €,DIESEL,68 124 KM,2012,MANUELLE,-
Verito,Mahindra, 21.01.2022, INDE,4 839 €,ESSENCE,90 000 KM,2013,MANUELLE,-
Nano,Tata, 21.01.2022, INDE,1 446 €,ESSENCE,12 000 KM,2011,MANUELLE,-
Xylo,Mahindra, 21.01.2022, INDE,5 006 €,DIESEL,24 000 KM,2011,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,2 503 €,DIESEL,72 000 KM,2011,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,2 336 €,DIESEL,73 900 KM,2010,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,6 119 €,DIESEL,65 000 KM,2011,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,3 059 €,DIESEL,153 000 KM,2010,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,6 397 €,DIESEL,45 982 KM,2011,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,2 225 €,DIESEL,90 000 KM,2007,MANUELLE,-
Fabia,Skoda, 21.01.2022, INDE,3 671 €,DIESEL,90 000 KM,2009,MANUELLE,-
Corolla,Toyota, 21.01.2022, INDE,4 450 €,ESSENCE,111 610 KM,2006,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,1 224 €,DIESEL,77 000 KM,2006,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,2 670 €,DIESEL,79 500 KM,2010,MANUELLE,-
Qualis,Toyota, 21.01.2022, INDE,1 669 €,DIESEL,12 455 KM,2003,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,6 397 €,DIESEL,62 000 KM,2010,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,4 728 €,ESSENCE,58 000 KM,2011,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,3 059 €,DIESEL,42 000 KM,2011,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,4 951 €,DIESEL,81 000 KM,2014,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,1 947 €,DIESEL,83 000 KM,2006,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,8 066 €,DIESEL,80 000 KM,2013,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,6 119 €,DIESEL,71 365 KM,2012,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,1 914 €,DIESEL,50 000 KM,2010,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,2 225 €,DIESEL,33 200 KM,2011,MANUELLE,-
Xylo,Mahindra, 21.01.2022, INDE,9 734 €,DIESEL,13 758 KM,2014,MANUELLE,-
Xylo,Mahindra, 21.01.2022, INDE,5 563 €,DIESEL,123 000 KM,2011,MANUELLE,-
Qualis,Toyota, 21.01.2022, INDE,1 669 €,DIESEL,217 853 KM,2003,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,3 671 €,DIESEL,70 500 KM,2008,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,3 727 €,ESSENCE,106 000 KM,2010,MANUELLE,-
Nano,Tata, 21.01.2022, INDE,979 €,ESSENCE,19 000 KM,2011,MANUELLE,-
Rapid,Skoda, 21.01.2022, INDE,6 397 €,DIESEL,72 000 KM,2012,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,3 616 €,DIESEL,50 000 KM,2013,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,5 841 €,DIESEL,100 000 KM,2008,MANUELLE,-
Linea,Fiat, 21.01.2022, INDE,3 671 €,DIESEL,82 500 KM,2010,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,1 457 €,DIESEL,48 000 KM,2006,MANUELLE,-
Qualis,Toyota, 21.01.2022, INDE,3 504 €,DIESEL,177 000 KM,2002,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,1 558 €,DIESEL,70 000 KM,2008,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,5 284 €,DIESEL,68 982 KM,2011,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,2 169 €,DIESEL,34 000 KM,2009,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,5 674 €,DIESEL,72 551 KM,2012,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,11 681 €,DIESEL,70 000 KM,2007,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,10 569 €,DIESEL,80 000 KM,2012,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,7 509 €,DIESEL,23 000 KM,2014,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,7 788 €,DIESEL,56 000 KM,2013,MANUELLE,-
Xuv500,Mahindra, 21.01.2022, INDE,10 569 €,ESSENCE,98 652 KM,2011,MANUELLE,-
Superb,Skoda, 21.01.2022, INDE,11 570 €,DIESEL,107 000 KM,2010,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,4 005 €,ESSENCE,50 000 KM,2013,MANUELLE,-
Figo,Ford, 21.01.2022, INDE,3 338 €,DIESEL,134 000 KM,2011,MANUELLE,-
Bolero,Mahindra, 21.01.2022, INDE,8 066 €,DIESEL,60 207 KM,2014,MANUELLE,-
Nano,Tata, 21.01.2022, INDE,1 001 €,ESSENCE,21 000 KM,2012,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,4 283 €,DIESEL,60 000 KM,2012,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,3 894 €,DIESEL,68 000 KM,2012,MANUELLE,-
Corolla,Toyota, 21.01.2022, INDE,8 900 €,DIESEL,123 283 KM,2010,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,2 948 €,DIESEL,110 000 KM,2009,MANUELLE,-
Cr-v,Honda, 21.01.2022, INDE,7 242 €,ESSENCE,70 000 KM,2007,AUTOMATIQUE,-
Logan,Mahindra, 21.01.2022, INDE,2 503 €,DIESEL,96 000 KM,2008,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,2 559 €,DIESEL,150 000 KM,2008,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,5 396 €,ESSENCE,61 798 KM,2013,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,3 894 €,DIESEL,92 108 KM,2011,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,4 339 €,DIESEL,81 000 KM,2013,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,4 339 €,DIESEL,81 206 KM,2011,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,5 674 €,DIESEL,80 000 KM,2014,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,4 116 €,DIESEL,82 687 KM,2012,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,4 450 €,DIESEL,86 887 KM,2012,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,3 560 €,DIESEL,90 000 KM,2012,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,4 951 €,DIESEL,255 000 KM,2012,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,2 503 €,DIESEL,105 000 KM,2010,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,2 448 €,DIESEL,180 000 KM,2010,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,1 613 €,DIESEL,90 800 KM,2009,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,5 006 €,DIESEL,63 000 KM,2013,MANUELLE,-
Laura,Skoda, 21.01.2022, INDE,6 898 €,DIESEL,100 000 KM,2010,MANUELLE,-
Laura,Skoda, 21.01.2022, INDE,11 014 €,DIESEL,31 000 KM,2012,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,6 130 €,DIESEL,56 000 KM,2011,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,4 728 €,DIESEL,85 000 KM,2010,MANUELLE,-
Laura,Skoda, 21.01.2022, INDE,8 066 €,DIESEL,115 781 KM,2010,MANUELLE,-
Laura,Skoda, 21.01.2022, INDE,7 231 €,DIESEL,141 000 KM,2009,MANUELLE,-
Laura,Skoda, 21.01.2022, INDE,5 841 €,ESSENCE,65 000 KM,2010,MANUELLE,-
Bolero,Mahindra, 21.01.2022, INDE,5 896 €,DIESEL,60 000 KM,2011,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,8 900 €,DIESEL,100 000 KM,2008,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,2 559 €,ESSENCE,116 000 KM,2011,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,4 339 €,DIESEL,65 757 KM,2009,MANUELLE,-
Laura,Skoda, 21.01.2022, INDE,6 119 €,ESSENCE,65 200 KM,2008,MANUELLE,-
Fabia,Skoda, 21.01.2022, INDE,3 338 €,DIESEL,68 000 KM,2010,MANUELLE,-
Micra,Nissan, 21.01.2022, INDE,5 006 €,DIESEL,52 000 KM,2012,MANUELLE,-
Micra,Nissan, 21.01.2022, INDE,4 561 €,DIESEL,69 001 KM,2012,MANUELLE,-
Punto,Fiat, 21.01.2022, INDE,3 226 €,DIESEL,72 926 KM,2009,MANUELLE,-
Endeavour,Ford, 21.01.2022, INDE,11 125 €,DIESEL,65 000 KM,2009,MANUELLE,-
Xuv500,Mahindra, 21.01.2022, INDE,15 575 €,DIESEL,35 000 KM,2012,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,3 894 €,DIESEL,67 000 KM,2012,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,5 129 €,DIESEL,23 000 KM,2015,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,4 061 €,DIESEL,78 000 KM,2012,MANUELLE,-
Ikon,Ford, 21.01.2022, INDE,3 894 €,DIESEL,152 092 KM,2009,MANUELLE,-
Thar,Mahindra, 21.01.2022, INDE,7 231 €,DIESEL,16 687 KM,2015,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,4 728 €,ESSENCE,49 884 KM,2011,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,3 171 €,DIESEL,98 000 KM,2009,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,2 781 €,DIESEL,86 000 KM,2010,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,2 781 €,DIESEL,111 000 KM,2010,MANUELLE,-
Qualis,Toyota, 21.01.2022, INDE,2 781 €,DIESEL,145 000 KM,2003,MANUELLE,-
Xylo,Mahindra, 21.01.2022, INDE,5 006 €,DIESEL,65 000 KM,2011,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,12 794 €,DIESEL,67 000 KM,2013,MANUELLE,-
Aria,Tata, 21.01.2022, INDE,7 231 €,DIESEL,95 000 KM,2011,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,2 781 €,DIESEL,100 000 KM,2009,MANUELLE,-
Corolla,Toyota, 21.01.2022, INDE,8 344 €,ESSENCE,75 000 KM,2010,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,12 794 €,ESSENCE,42 350 KM,2014,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,2 948 €,ESSENCE,56 000 KM,2010,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,2 114 €,ESSENCE,54 754 KM,2011,MANUELLE,-
Xylo,Mahindra, 21.01.2022, INDE,6 119 €,DIESEL,200 000 KM,2009,MANUELLE,-
Sumo,Tata, 21.01.2022, INDE,4 417 €,DIESEL,28 243 KM,2013,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,3 004 €,DIESEL,39 000 KM,2012,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,2 781 €,DIESEL,75 000 KM,2011,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,4 572 €,DIESEL,71 000 KM,2009,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,2 726 €,DIESEL,64 000 KM,2012,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,4 228 €,DIESEL,70 000 KM,2011,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,10 013 €,DIESEL,29 000 KM,2012,MANUELLE,-
Corolla,Toyota, 21.01.2022, INDE,10 013 €,DIESEL,68 000 KM,2011,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,1 613 €,DIESEL,95 000 KM,2008,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,3 894 €,DIESEL,59 000 KM,2013,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,4 061 €,DIESEL,98 000 KM,2010,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,3 226 €,DIESEL,100 000 KM,2011,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,2 726 €,DIESEL,65 000 KM,2009,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,3 059 €,DIESEL,89 000 KM,2010,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,12 794 €,DIESEL,67 000 KM,2013,MANUELLE,-
Octavia,Skoda, 21.01.2022, INDE,4 895 €,DIESEL,156 000 KM,2007,AUTOMATIQUE,-
Linea,Fiat, 21.01.2022, INDE,3 616 €,DIESEL,72 000 KM,2009,MANUELLE,-
Etios,Toyota, 21.01.2022, INDE,3 226 €,ESSENCE,39 861 KM,2011,MANUELLE,-
Nano,Tata, 21.01.2022, INDE,1 446 €,ESSENCE,50 000 KM,2012,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,10 013 €,DIESEL,115 000 KM,2011,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,10 346 €,DIESEL,134 000 KM,2011,MANUELLE,-
Xuv500,Mahindra, 21.01.2022, INDE,11 136 €,DIESEL,75 000 KM,2013,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,4 728 €,DIESEL,72 000 KM,2010,MANUELLE,-
Figo,Ford, 21.01.2022, INDE,4 728 €,ESSENCE,58 000 KM,2013,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,3 160 €,-,91 000 KM,2011,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,2 448 €,DIESEL,81 000 KM,2009,MANUELLE,-
Rapid,Skoda, 21.01.2022, INDE,8 622 €,DIESEL,62 000 KM,2012,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,7 231 €,DIESEL,61 000 KM,2012,MANUELLE,-
Pajero,Mitsubishi, 21.01.2022, INDE,18 367 €,DIESEL,67 000 KM,2012,MANUELLE,-
Etios,Toyota, 21.01.2022, INDE,4 239 €,DIESEL,58 000 KM,2011,MANUELLE,-
Cedia,Mitsubishi, 21.01.2022, INDE,2 559 €,DIESEL,56 393 KM,2008,MANUELLE,-
Xuv500,Mahindra, 21.01.2022, INDE,11 681 €,DIESEL,78 000 KM,2011,MANUELLE,-
Xuv500,Mahindra, 21.01.2022, INDE,9 623 €,DIESEL,96 000 KM,2011,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,3 059 €,DIESEL,75 200 KM,2012,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,6 675 €,DIESEL,32 000 KM,2015,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,3 894 €,DIESEL,57 641 KM,2012,MANUELLE,-
Figo,Ford, 21.01.2022, INDE,4 661 €,DIESEL,32 600 KM,2011,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,7 231 €,ESSENCE,86 000 KM,2009,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,3 894 €,DIESEL,45 000 KM,2011,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,4 172 €,DIESEL,67 000 KM,2010,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,2 559 €,DIESEL,52 000 KM,2009,MANUELLE,-
Aria,Tata, 21.01.2022, INDE,8 622 €,DIESEL,39 000 KM,2013,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,2 336 €,DIESEL,124 685 KM,2010,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,2 670 €,DIESEL,82 000 KM,2008,MANUELLE,-
Xylo,Mahindra, 21.01.2022, INDE,4 728 €,DIESEL,73 861 KM,2010,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,10 001 €,DIESEL,174 000 KM,2012,MANUELLE,-
Nano,Tata, 21.01.2022, INDE,2 003 €,ESSENCE,7 900 KM,2014,MANUELLE,-
Tuv300,Mahindra, 21.01.2022, INDE,8 344 €,DIESEL,26 000 KM,2015,MANUELLE,-
Xylo,Mahindra, 21.01.2022, INDE,5 563 €,DIESEL,97 354 KM,2013,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,1 947 €,DIESEL,70 000 KM,2007,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,946 €,DIESEL,85 000 KM,2007,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,4 506 €,DIESEL,76 000 KM,2013,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,2 470 €,DIESEL,50 170 KM,2012,MANUELLE,-
Terrano,Nissan, 21.01.2022, INDE,9 456 €,DIESEL,12 500 KM,2015,MANUELLE,-
Nano,Tata, 21.01.2022, INDE,1 168 €,ESSENCE,48 500 KM,2011,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,10 847 €,DIESEL,30 000 KM,2013,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,2 058 €,ESSENCE,60 000 KM,2011,MANUELLE,-
Go-plus,Datsun, 21.01.2022, INDE,4 394 €,ESSENCE,13 665 KM,2015,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,5 841 €,DIESEL,68 000 KM,2012,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,5 284 €,DIESEL,68 000 KM,2011,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,5 729 €,DIESEL,87 000 KM,2012,MANUELLE,-
Fabia,Skoda, 21.01.2022, INDE,3 894 €,DIESEL,76 000 KM,2010,MANUELLE,-
Verito,Mahindra, 21.01.2022, INDE,6 513 €,DIESEL,46 350 KM,2013,MANUELLE,-
Xylo,Mahindra, 21.01.2022, INDE,3 783 €,DIESEL,85 000 KM,2011,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,3 671 €,DIESEL,83 000 KM,2011,MANUELLE,-
Xylo,Mahindra, 21.01.2022, INDE,6 119 €,ESSENCE,42 000 KM,2011,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,4 061 €,DIESEL,45 000 KM,2013,MANUELLE,-
Safari,Tata, 21.01.2022, INDE,5 563 €,DIESEL,80 000 KM,2012,MANUELLE,-
Indica vista,Tata, 21.01.2022, INDE,2 225 €,DIESEL,55 000 KM,2008,MANUELLE,-
Octavia,Skoda, 21.01.2022, INDE,3 338 €,DIESEL,85 000 KM,2005,AUTOMATIQUE,-
Octavia,Skoda, 21.01.2022, INDE,3 894 €,DIESEL,56 000 KM,2006,AUTOMATIQUE,-
Indigo,Tata, 21.01.2022, INDE,3 338 €,DIESEL,61 000 KM,2012,MANUELLE,-
Manza,Tata, 21.01.2022, INDE,3 449 €,DIESEL,137 000 KM,2010,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,4 394 €,DIESEL,35 753 KM,2012,MANUELLE,-
Indigo,Tata, 21.01.2022, INDE,3 449 €,DIESEL,48 000 KM,2011,MANUELLE,-
Indica,Tata, 21.01.2022, INDE,2 336 €,DIESEL,75 000 KM,2012,MANUELLE,-
Corolla,Toyota, 21.01.2022, INDE,3 894 €,ESSENCE,110 000 KM,2005,MANUELLE,-
Fiesta,Ford, 21.01.2022, INDE,2 448 €,DIESEL,198 000 KM,2006,MANUELLE,-
Xylo,Mahindra, 21.01.2022, INDE,6 119 €,DIESEL,75 000 KM,2012,MANUELLE,-
Innova,Toyota, 21.01.2022, INDE,10 847 €,DIESEL,75 432 KM,2007,MANUELLE,-
Fabia,Skoda, 21.01.2022, INDE,2 781 €,DIESEL,146 255 KM,2010,MANUELLE,-
Aria,Tata, 21.01.2022, INDE,8 622 €,DIESEL,68 000 KM,2014,MANUELLE,-
